Frame,x,y
1,0.104,0.098
2,0.104,0.096
3,0.104,0.094
4,0.122,0.094
5,0.135,0.094
6,0.142,0.094
7,0.182,0.094
8,0.221,0.094
9,0.241,0.094
10,0.252,0.094
11,0.282,0.095
12,0.333,0.096
13,0.358,0.096
14,0.372,0.096
15,0.383,0.096
16,0.414,0.096
17,0.430,0.096
18,0.438,0.096
19,0.714,0.101
20,0.871,0.104
21,0.954,0.106
22,0.998,0.106
23,1.067,0.109
24,1.123,0.111
25,1.152,0.112
26,1.179,0.114
27,1.206,0.117
28,1.219,0.118
29,1.225,0.118
30,1.227,0.119
31,1.224,0.124
32,1.222,0.126
33,1.220,0.128
34,1.220,0.128
35,1.205,0.175
36,1.197,0.201
37,1.193,0.214
38,1.127,0.249
39,1.077,0.275
40,1.050,0.288
41,1.036,0.295
42,1.007,0.311
43,0.973,0.330
44,0.939,0.349
45,0.897,0.371
46,0.866,0.388
47,0.814,0.421
48,0.748,0.466
49,0.711,0.492
50,0.655,0.533
51,0.627,0.553
52,0.575,0.594
53,0.546,0.617
54,0.504,0.652
55,0.477,0.675
56,0.438,0.707
57,0.407,0.732
58,0.375,0.763
59,0.345,0.793
60,0.319,0.819
61,0.285,0.851
62,0.257,0.875
63,0.240,0.889
64,0.225,0.899
65,0.217,0.905
66,0.206,0.910
67,0.200,0.912
68,0.192,0.912
69,0.188,0.912
70,0.198,0.912
71,0.205,0.912
72,0.241,0.909
73,0.273,0.907
74,0.289,0.905
75,0.297,0.904
76,0.339,0.905
77,0.403,0.907
78,0.437,0.908
79,0.455,0.908
80,0.485,0.911
81,0.580,0.921
82,0.629,0.926
83,0.654,0.928
84,0.668,0.930
85,0.757,0.937
86,0.808,0.941
87,0.835,0.944
88,0.926,0.943
89,0.998,0.942
90,1.036,0.942
91,1.056,0.942
92,1.106,0.940
93,1.172,0.937
94,1.206,0.935
95,1.224,0.934
96,1.235,0.927
97,1.247,0.903
98,1.254,0.891
99,1.258,0.886
100,1.260,0.882
