Frame,x,y
1,0.090,0.094
2,0.090,0.086
3,0.090,0.082
4,0.090,0.080
5,0.307,0.090
6,0.464,0.096
7,0.545,0.101
8,0.588,0.103
9,0.764,0.124
10,0.951,0.147
11,1.049,0.158
12,1.099,0.164
13,1.113,0.178
14,1.104,0.201
15,1.099,0.212
16,1.096,0.219
17,1.087,0.226
18,1.058,0.245
19,1.043,0.255
20,1.035,0.260
21,1.020,0.272
22,1.012,0.278
23,1.008,0.280
24,1.006,0.282
25,1.008,0.285
26,1.008,0.287
27,1.008,0.289
28,1.003,0.294
29,0.998,0.297
30,0.995,0.299
31,0.994,0.300
32,0.980,0.307
33,0.956,0.319
34,0.943,0.325
35,0.903,0.351
36,0.802,0.417
37,0.749,0.452
38,0.722,0.469
39,0.703,0.481
40,0.651,0.513
41,0.625,0.530
42,0.611,0.537
43,0.563,0.564
44,0.533,0.581
45,0.517,0.590
46,0.510,0.595
47,0.482,0.616
48,0.457,0.635
49,0.444,0.645
50,0.438,0.650
51,0.417,0.670
52,0.388,0.698
53,0.372,0.714
54,0.349,0.734
55,0.304,0.770
56,0.281,0.789
57,0.269,0.799
58,0.260,0.807
59,0.231,0.833
60,0.216,0.846
61,0.208,0.854
62,0.201,0.869
63,0.197,0.877
64,0.194,0.881
65,0.192,0.884
66,0.212,0.884
67,0.229,0.884
68,0.238,0.884
69,0.274,0.877
70,0.315,0.869
71,0.337,0.864
72,0.347,0.861
73,0.374,0.860
74,0.421,0.860
75,0.446,0.860
76,0.460,0.860
77,0.475,0.860
78,0.523,0.860
79,0.547,0.860
80,0.561,0.860
81,0.614,0.872
82,0.641,0.877
83,0.656,0.881
84,0.663,0.884
85,0.705,0.876
86,0.736,0.871
87,0.753,0.869
88,0.762,0.867
89,0.788,0.868
90,0.819,0.871
91,0.835,0.873
92,0.865,0.879
93,0.908,0.888
94,0.930,0.893
95,0.942,0.895
96,0.956,0.898
97,0.993,0.905
98,1.013,0.908
99,1.024,0.910
100,1.056,0.912
