Frame,x,y
1,0.0,0.032
2,0.001,0.04
3,0.004,0.048
4,0.008,0.05
5,0.01,0.048
6,0.01,0.047
7,0.01,0.048
8,0.014,0.049
9,0.02,0.052
10,0.024,0.055
11,0.028,0.06
12,0.031,0.064
13,0.034,0.069
14,0.037,0.071
15,0.04,0.073
16,0.043,0.075
17,0.046,0.077
18,0.048,0.077
19,0.05,0.077
20,0.053,0.078
21,0.057,0.08
22,0.062,0.083
23,0.067,0.085
24,0.071,0.083
25,0.08,0.078
26,0.102,0.073
27,0.133,0.07
28,0.158,0.068
29,0.178,0.066
30,0.2,0.062
31,0.229,0.058
32,0.268,0.052
33,0.301,0.049
34,0.309,0.048
35,0.304,0.048
36,0.323,0.047
37,0.363,0.045
38,0.403,0.043
39,0.436,0.041
40,0.47,0.037
41,0.506,0.03
42,0.542,0.026
43,0.579,0.022
44,0.617,0.015
45,0.656,0.007
46,0.692,0.003
47,0.722,0.004
48,0.749,0.003
49,0.777,0.0
50,0.816,0.001
51,0.859,0.006
52,0.886,0.01
53,0.892,0.013
54,0.892,0.02
55,0.891,0.031
56,0.884,0.048
57,0.871,0.069
58,0.855,0.089
59,0.834,0.112
60,0.801,0.152
61,0.765,0.2
62,0.75,0.221
63,0.755,0.214
64,0.744,0.229
65,0.703,0.285
66,0.655,0.348
67,0.614,0.401
68,0.577,0.452
69,0.543,0.507
70,0.508,0.566
71,0.474,0.627
72,0.442,0.685
73,0.412,0.744
74,0.381,0.815
75,0.351,0.896
76,0.335,0.954
77,0.339,0.973
78,0.352,0.977
79,0.368,0.988
80,0.388,0.997
81,0.413,1.0
82,0.443,1.0
83,0.475,0.997
84,0.511,0.991
85,0.551,0.982
86,0.591,0.975
87,0.63,0.974
88,0.675,0.976
89,0.726,0.979
90,0.757,0.98
91,0.756,0.98
92,0.757,0.98
93,0.79,0.982
94,0.835,0.984
95,0.87,0.984
96,0.897,0.984
97,0.922,0.984
98,0.949,0.984
99,0.978,0.982
100,1.0,0.98
