Frame,x,y
1,0.510,0.836
2,0.510,0.836
3,0.510,0.834
4,0.510,0.825
5,0.510,0.821
6,0.510,0.819
7,0.512,0.803
8,0.515,0.780
9,0.516,0.769
10,0.516,0.763
11,0.514,0.733
12,0.514,0.710
13,0.514,0.698
14,0.514,0.692
15,0.518,0.660
16,0.520,0.644
17,0.520,0.637
18,0.520,0.621
19,0.520,0.593
20,0.520,0.580
21,0.521,0.551
22,0.522,0.522
23,0.514,0.476
24,0.507,0.442
25,0.504,0.427
26,0.502,0.419
27,0.504,0.365
28,0.504,0.339
29,0.502,0.316
30,0.497,0.274
31,0.493,0.255
32,0.492,0.245
33,0.492,0.222
34,0.492,0.196
35,0.492,0.184
36,0.492,0.179
37,0.494,0.151
38,0.496,0.134
39,0.496,0.126
40,0.496,0.119
41,0.496,0.102
42,0.496,0.095
43,0.496,0.091
44,0.504,0.082
45,0.516,0.070
46,0.523,0.063
47,0.525,0.061
48,0.550,0.054
49,0.568,0.048
50,0.578,0.046
51,0.584,0.044
52,0.622,0.046
53,0.640,0.046
54,0.649,0.046
55,0.665,0.050
56,0.696,0.058
57,0.710,0.061
58,0.716,0.063
59,0.743,0.068
60,0.768,0.072
61,0.780,0.074
62,0.786,0.074
63,0.878,0.243
64,0.926,0.330
65,0.948,0.371
66,0.955,0.400
67,0.944,0.442
68,0.939,0.463
69,0.937,0.473
70,0.924,0.486
71,0.909,0.499
72,0.902,0.505
73,0.898,0.508
74,0.873,0.522
75,0.856,0.532
76,0.850,0.536
77,0.843,0.539
78,0.821,0.549
79,0.810,0.553
80,0.805,0.555
81,0.791,0.559
82,0.768,0.564
83,0.758,0.567
84,0.753,0.568
85,0.724,0.573
86,0.700,0.576
87,0.690,0.578
88,0.651,0.574
89,0.629,0.572
90,0.588,0.568
91,0.567,0.566
92,0.558,0.566
93,0.548,0.560
94,0.537,0.548
95,0.532,0.542
96,0.525,0.533
97,0.519,0.527
98,0.516,0.524
99,0.514,0.522
100,0.514,0.522
