Frame,x,y
1,0.518,1.0
2,0.501,0.977
3,0.475,0.945
4,0.445,0.908
5,0.414,0.87
6,0.384,0.835
7,0.355,0.801
8,0.328,0.768
9,0.302,0.733
10,0.278,0.697
11,0.254,0.659
12,0.232,0.623
13,0.211,0.588
14,0.191,0.556
15,0.173,0.526
16,0.156,0.498
17,0.141,0.47
18,0.127,0.443
19,0.116,0.417
20,0.107,0.393
21,0.101,0.371
22,0.095,0.349
23,0.088,0.327
24,0.078,0.303
25,0.066,0.277
26,0.052,0.252
27,0.041,0.232
28,0.034,0.223
29,0.033,0.224
30,0.035,0.227
31,0.036,0.228
32,0.034,0.218
33,0.029,0.198
34,0.02,0.171
35,0.011,0.144
36,0.003,0.12
37,0.0,0.1
38,0.0,0.083
39,0.0,0.066
40,0.01,0.05
41,0.026,0.034
42,0.045,0.02
43,0.064,0.009
44,0.082,0.002
45,0.1,-0.0
46,0.119,0.0
47,0.141,0.001
48,0.167,0.003
49,0.195,0.007
50,0.225,0.013
51,0.257,0.021
52,0.289,0.031
53,0.322,0.042
54,0.356,0.054
55,0.39,0.066
56,0.424,0.078
57,0.46,0.091
58,0.496,0.104
59,0.533,0.119
60,0.57,0.135
61,0.608,0.151
62,0.646,0.168
63,0.684,0.185
64,0.721,0.202
65,0.755,0.218
66,0.784,0.233
67,0.809,0.246
68,0.83,0.259
69,0.848,0.27
70,0.864,0.281
71,0.88,0.291
72,0.894,0.302
73,0.907,0.313
74,0.919,0.325
75,0.93,0.339
76,0.941,0.355
77,0.953,0.372
78,0.967,0.391
79,0.98,0.409
80,0.992,0.423
81,1.0,0.43
82,1.0,0.43
83,1.0,0.426
84,1.0,0.425
85,1.0,0.433
86,1.0,0.451
87,0.999,0.475
88,0.995,0.501
89,0.987,0.524
90,0.973,0.54
91,0.956,0.553
92,0.937,0.563
93,0.917,0.573
94,0.896,0.584
95,0.875,0.595
96,0.853,0.606
97,0.828,0.616
98,0.804,0.626
99,0.783,0.633
100,0.768,0.638
