Frame,x,y
1,0.477,0.964
2,0.477,0.964
3,0.477,0.964
4,0.475,0.961
5,0.474,0.96
6,0.474,0.96
7,0.474,0.96
8,0.474,0.96
9,0.473,0.959
10,0.47,0.956
11,0.466,0.952
12,0.463,0.95
13,0.461,0.951
14,0.46,0.951
15,0.458,0.951
16,0.456,0.951
17,0.454,0.951
18,0.452,0.951
19,0.451,0.951
20,0.451,0.951
21,0.451,0.95
22,0.451,0.951
23,0.451,0.956
24,0.451,0.963
25,0.455,0.972
26,0.468,0.985
27,0.492,0.997
28,0.523,1.0
29,0.54,1.0
30,0.537,1.0
31,0.549,0.998
32,0.586,0.991
33,0.627,0.978
34,0.666,0.957
35,0.704,0.929
36,0.745,0.898
37,0.79,0.864
38,0.836,0.821
39,0.878,0.771
40,0.915,0.72
41,0.947,0.669
42,0.971,0.617
43,0.988,0.559
44,0.998,0.496
45,1.0,0.44
46,0.993,0.373
47,0.962,0.265
48,0.921,0.162
49,0.884,0.114
50,0.845,0.086
51,0.795,0.052
52,0.731,0.023
53,0.681,0.007
54,0.681,0.005
55,0.674,0.006
56,0.609,0.001
57,0.522,0.002
58,0.44,0.015
59,0.365,0.037
60,0.296,0.065
61,0.231,0.101
62,0.169,0.148
63,0.109,0.205
64,0.06,0.251
65,0.026,0.31
66,0.003,0.443
67,0.0,0.596
68,0.026,0.685
69,0.07,0.746
70,0.12,0.814
71,0.177,0.876
72,0.238,0.922
73,0.294,0.954
74,0.347,0.974
75,0.399,0.982
76,0.451,0.964
77,0.493,0.927
78,0.507,0.918
79,0.503,0.921
80,0.513,0.878
81,0.527,0.8
82,0.528,0.718
83,0.526,0.636
84,0.528,0.556
85,0.532,0.487
86,0.536,0.434
87,0.537,0.395
88,0.54,0.371
89,0.548,0.358
90,0.553,0.356
91,0.552,0.36
92,0.552,0.365
93,0.552,0.368
94,0.551,0.371
95,0.549,0.375
96,0.546,0.376
97,0.544,0.378
98,0.542,0.379
99,0.542,0.382
100,0.542,0.383
