Frame,x,y
1,0.680,0.864
2,0.682,0.864
3,0.682,0.864
4,0.690,0.863
5,0.700,0.866
6,0.711,0.866
7,0.722,0.864
8,0.736,0.866
9,0.752,0.866
10,0.768,0.866
11,0.794,0.866
12,0.819,0.864
13,0.843,0.860
14,0.865,0.855
15,0.894,0.849
16,0.917,0.846
17,0.939,0.840
18,0.958,0.829
19,0.976,0.810
20,0.990,0.792
21,1.005,0.775
22,1.021,0.757
23,1.037,0.739
24,1.054,0.718
25,1.079,0.677
26,1.097,0.647
27,1.114,0.621
28,1.130,0.594
29,1.146,0.567
30,1.158,0.538
31,1.163,0.489
32,1.164,0.447
33,1.158,0.400
34,1.146,0.350
35,1.129,0.310
36,1.111,0.275
37,1.099,0.254
38,1.066,0.210
39,1.035,0.172
40,1.008,0.142
41,0.985,0.122
42,0.927,0.073
43,0.911,0.059
44,0.871,0.045
45,0.847,0.038
46,0.813,0.031
47,0.774,0.023
48,0.730,0.017
49,0.693,0.011
50,0.656,0.008
51,0.621,0.008
52,0.574,0.008
53,0.536,0.008
54,0.504,0.014
55,0.465,0.018
56,0.423,0.024
57,0.366,0.036
58,0.337,0.071
59,0.300,0.082
60,0.271,0.095
61,0.243,0.146
62,0.225,0.196
63,0.206,0.291
64,0.195,0.387
65,0.187,0.433
66,0.186,0.487
67,0.192,0.546
68,0.200,0.595
69,0.211,0.638
70,0.237,0.699
71,0.262,0.740
72,0.289,0.774
73,0.320,0.806
74,0.354,0.832
75,0.388,0.857
76,0.442,0.889
77,0.480,0.906
78,0.515,0.913
79,0.548,0.912
80,0.597,0.918
81,0.631,0.917
82,0.659,0.910
83,0.682,0.898
84,0.706,0.867
85,0.722,0.841
86,0.733,0.815
87,0.743,0.785
88,0.748,0.755
89,0.750,0.722
90,0.750,0.678
91,0.749,0.638
92,0.744,0.597
93,0.739,0.560
94,0.731,0.527
95,0.724,0.498
96,0.718,0.471
97,0.709,0.434
98,0.700,0.410
99,0.689,0.391
100,0.680,0.376
