Frame,x,y
1,0.0,0.118
2,-0.0,0.119
3,-0.0,0.121
4,0.0,0.122
5,0.002,0.122
6,0.003,0.12
7,0.005,0.115
8,0.006,0.109
9,0.01,0.1
10,0.017,0.089
11,0.028,0.076
12,0.04,0.059
13,0.053,0.039
14,0.065,0.019
15,0.077,0.005
16,0.087,0.0
17,0.095,-0.0
18,0.102,0.0
19,0.106,0.008
20,0.107,0.038
21,0.104,0.104
22,0.1,0.191
23,0.099,0.266
24,0.105,0.307
25,0.116,0.323
26,0.134,0.331
27,0.155,0.341
28,0.179,0.35
29,0.203,0.356
30,0.227,0.359
31,0.251,0.359
32,0.274,0.36
33,0.294,0.365
34,0.309,0.38
35,0.317,0.405
36,0.319,0.431
37,0.32,0.445
38,0.321,0.442
39,0.321,0.439
40,0.319,0.452
41,0.317,0.481
42,0.319,0.513
43,0.327,0.532
44,0.342,0.538
45,0.364,0.532
46,0.393,0.518
47,0.427,0.501
48,0.466,0.486
49,0.509,0.474
50,0.55,0.465
51,0.588,0.455
52,0.616,0.453
53,0.626,0.48
54,0.613,0.553
55,0.587,0.649
56,0.566,0.73
57,0.563,0.765
58,0.576,0.765
59,0.598,0.752
60,0.626,0.741
61,0.657,0.731
62,0.689,0.721
63,0.719,0.712
64,0.745,0.709
65,0.764,0.714
66,0.775,0.727
67,0.779,0.747
68,0.776,0.77
69,0.768,0.795
70,0.759,0.82
71,0.751,0.842
72,0.748,0.859
73,0.754,0.869
74,0.765,0.873
75,0.775,0.873
76,0.776,0.873
77,0.773,0.873
78,0.776,0.873
79,0.791,0.872
80,0.813,0.871
81,0.836,0.874
82,0.855,0.882
83,0.869,0.893
84,0.88,0.906
85,0.886,0.921
86,0.887,0.937
87,0.882,0.953
88,0.875,0.967
89,0.875,0.975
90,0.887,0.976
91,0.907,0.973
92,0.928,0.969
93,0.947,0.968
94,0.963,0.969
95,0.978,0.972
96,0.991,0.976
97,0.999,0.981
98,1.0,0.988
99,0.999,0.995
100,0.996,1.0
