Frame,x,y
1,0.0,0.091
2,0.002,0.09
3,0.006,0.089
4,0.01,0.087
5,0.014,0.084
6,0.02,0.079
7,0.027,0.072
8,0.037,0.063
9,0.046,0.054
10,0.052,0.049
11,0.052,0.048
12,0.05,0.05
13,0.052,0.049
14,0.061,0.043
15,0.075,0.034
16,0.092,0.025
17,0.108,0.019
18,0.124,0.014
19,0.139,0.011
20,0.154,0.008
21,0.169,0.004
22,0.182,0.002
23,0.193,0.001
24,0.202,0.0
25,0.21,0.0
26,0.218,0.0
27,0.225,0.002
28,0.23,0.008
29,0.233,0.02
30,0.233,0.039
31,0.23,0.07
32,0.225,0.114
33,0.219,0.172
34,0.215,0.245
35,0.215,0.332
36,0.219,0.417
37,0.227,0.482
38,0.24,0.514
39,0.258,0.522
40,0.279,0.52
41,0.303,0.519
42,0.33,0.521
43,0.357,0.522
44,0.384,0.521
45,0.411,0.518
46,0.437,0.512
47,0.462,0.505
48,0.489,0.498
49,0.521,0.495
50,0.558,0.498
51,0.593,0.503
52,0.616,0.507
53,0.621,0.506
54,0.617,0.505
55,0.616,0.507
56,0.628,0.517
57,0.646,0.533
58,0.663,0.556
59,0.671,0.584
60,0.672,0.616
61,0.668,0.653
62,0.663,0.694
63,0.658,0.736
64,0.656,0.774
65,0.658,0.806
66,0.663,0.831
67,0.669,0.85
68,0.676,0.864
69,0.69,0.871
70,0.715,0.867
71,0.755,0.852
72,0.801,0.831
73,0.841,0.814
74,0.866,0.806
75,0.878,0.807
76,0.885,0.812
77,0.891,0.819
78,0.895,0.829
79,0.895,0.844
80,0.891,0.864
81,0.883,0.887
82,0.875,0.911
83,0.868,0.934
84,0.864,0.953
85,0.863,0.968
86,0.867,0.977
87,0.876,0.981
88,0.891,0.983
89,0.911,0.983
90,0.933,0.983
91,0.952,0.983
92,0.965,0.983
93,0.972,0.982
94,0.975,0.981
95,0.974,0.979
96,0.973,0.979
97,0.975,0.981
98,0.982,0.987
99,0.992,0.994
100,1.0,1.0
