Frame,x,y
1,0.002,0.009
2,0.001,0.009
3,0.0,0.009
4,-0.0,0.009
5,-0.0,0.01
6,0.0,0.012
7,0.0,0.014
8,-0.0,0.017
9,-0.0,0.019
10,0.0,0.02
11,0.001,0.018
12,0.004,0.015
13,0.008,0.011
14,0.017,0.004
15,0.031,0.0
16,0.047,0.0
17,0.05,0.014
18,0.037,0.071
19,0.021,0.142
20,0.016,0.206
21,0.022,0.25
22,0.033,0.267
23,0.049,0.259
24,0.067,0.235
25,0.083,0.207
26,0.091,0.192
27,0.089,0.195
28,0.09,0.194
29,0.103,0.175
30,0.122,0.147
31,0.141,0.124
32,0.157,0.114
33,0.171,0.12
34,0.182,0.144
35,0.19,0.196
36,0.194,0.271
37,0.196,0.351
38,0.2,0.414
39,0.215,0.44
40,0.25,0.417
41,0.296,0.365
42,0.335,0.322
43,0.361,0.303
44,0.381,0.3
45,0.398,0.312
46,0.408,0.354
47,0.407,0.433
48,0.404,0.523
49,0.407,0.591
50,0.418,0.629
51,0.431,0.639
52,0.444,0.629
53,0.459,0.607
54,0.474,0.578
55,0.494,0.545
56,0.52,0.512
57,0.54,0.487
58,0.545,0.481
59,0.542,0.484
60,0.549,0.481
61,0.568,0.475
62,0.586,0.485
63,0.595,0.522
64,0.598,0.583
65,0.599,0.656
66,0.608,0.71
67,0.634,0.713
68,0.67,0.678
69,0.697,0.642
70,0.712,0.62
71,0.726,0.608
72,0.741,0.605
73,0.756,0.615
74,0.766,0.643
75,0.775,0.692
76,0.786,0.76
77,0.8,0.83
78,0.818,0.877
79,0.837,0.892
80,0.852,0.888
81,0.861,0.873
82,0.867,0.854
83,0.871,0.835
84,0.877,0.817
85,0.886,0.803
86,0.898,0.804
87,0.912,0.834
88,0.924,0.88
89,0.93,0.906
90,0.929,0.9
91,0.929,0.903
92,0.934,0.945
93,0.944,0.993
94,0.956,1.0
95,0.967,0.982
96,0.974,0.951
97,0.978,0.931
98,0.984,0.934
99,0.993,0.96
100,1.0,0.986
