Frame,x,y
1,0.172,0.172
2,0.167,0.167
3,0.164,0.163
4,0.163,0.162
5,0.172,0.173
6,0.180,0.170
7,0.185,0.165
8,0.197,0.159
9,0.227,0.144
10,0.243,0.131
11,0.253,0.115
12,0.263,0.110
13,0.271,0.110
14,0.278,0.114
15,0.287,0.128
16,0.292,0.135
17,0.294,0.162
18,0.294,0.196
19,0.292,0.226
20,0.290,0.246
21,0.290,0.267
22,0.296,0.286
23,0.306,0.295
24,0.319,0.296
25,0.328,0.294
26,0.357,0.280
27,0.380,0.266
28,0.406,0.252
29,0.425,0.241
30,0.442,0.233
31,0.460,0.229
32,0.477,0.232
33,0.489,0.237
34,0.500,0.248
35,0.508,0.271
36,0.513,0.290
37,0.516,0.314
38,0.520,0.338
39,0.527,0.357
40,0.534,0.374
41,0.548,0.391
42,0.553,0.399
43,0.571,0.403
44,0.598,0.397
45,0.622,0.387
46,0.639,0.376
47,0.661,0.361
48,0.682,0.348
49,0.696,0.342
50,0.710,0.338
51,0.721,0.342
52,0.726,0.352
53,0.730,0.366
54,0.730,0.389
55,0.727,0.413
56,0.724,0.434
57,0.724,0.460
58,0.726,0.489
59,0.730,0.511
60,0.735,0.530
61,0.746,0.540
62,0.758,0.543
63,0.771,0.540
64,0.794,0.534
65,0.811,0.527
66,0.826,0.520
67,0.843,0.511
68,0.851,0.507
69,0.863,0.504
70,0.875,0.509
71,0.883,0.520
72,0.886,0.534
73,0.886,0.556
74,0.886,0.586
75,0.887,0.611
76,0.888,0.639
77,0.897,0.666
78,0.909,0.684
79,0.924,0.698
80,0.952,0.707
81,0.978,0.707
82,1.002,0.702
83,1.032,0.682
84,1.053,0.661
85,1.067,0.647
86,1.076,0.637
87,1.094,0.630
88,1.105,0.630
89,1.117,0.634
90,1.125,0.638
91,1.131,0.649
92,1.136,0.663
93,1.139,0.690
94,1.140,0.702
95,1.147,0.726
96,1.161,0.759
97,1.174,0.781
98,1.185,0.796
99,1.198,0.815
100,1.208,0.824
