Frame,x,y
1,0.018,0.116
2,0.040,0.146
3,0.050,0.160
4,0.055,0.166
5,0.055,0.143
6,0.052,0.117
7,0.053,0.106
8,0.072,0.088
9,0.079,0.081
10,0.083,0.077
11,0.104,0.066
12,0.124,0.055
13,0.136,0.050
14,0.170,0.046
15,0.185,0.043
16,0.192,0.042
17,0.215,0.054
18,0.235,0.065
19,0.247,0.073
20,0.278,0.109
21,0.291,0.125
22,0.298,0.132
23,0.308,0.154
24,0.314,0.171
25,0.316,0.178
26,0.317,0.193
27,0.316,0.228
28,0.316,0.244
29,0.318,0.272
30,0.318,0.292
31,0.318,0.301
32,0.326,0.309
33,0.351,0.321
34,0.362,0.327
35,0.367,0.330
36,0.404,0.322
37,0.423,0.318
38,0.443,0.314
39,0.479,0.309
40,0.495,0.307
41,0.501,0.306
42,0.528,0.318
43,0.541,0.325
44,0.548,0.334
45,0.551,0.348
46,0.553,0.355
47,0.554,0.358
48,0.556,0.393
49,0.556,0.410
50,0.558,0.429
51,0.563,0.457
52,0.566,0.470
53,0.566,0.476
54,0.589,0.493
55,0.602,0.501
56,0.607,0.505
57,0.634,0.511
58,0.667,0.517
59,0.682,0.520
60,0.729,0.509
61,0.751,0.503
62,0.761,0.501
63,0.781,0.490
64,0.800,0.477
65,0.808,0.472
66,0.817,0.472
67,0.851,0.486
68,0.866,0.492
69,0.879,0.510
70,0.891,0.528
71,0.896,0.536
72,0.898,0.545
73,0.900,0.581
74,0.900,0.596
75,0.903,0.627
76,0.906,0.656
77,0.906,0.668
78,0.910,0.676
79,0.927,0.696
80,0.934,0.704
81,0.961,0.709
82,0.985,0.712
83,0.994,0.712
84,1.008,0.711
85,1.046,0.710
86,1.064,0.710
87,1.073,0.710
88,1.093,0.729
89,1.104,0.740
90,1.111,0.752
91,1.123,0.780
92,1.129,0.793
93,1.132,0.799
94,1.140,0.833
95,1.144,0.851
96,1.146,0.859
97,1.154,0.878
98,1.167,0.907
99,1.173,0.919
100,1.210,0.934
