Frame,x,y
1,0.930,0.100
2,0.933,0.111
3,0.936,0.123
4,0.938,0.129
5,0.940,0.135
6,0.944,0.153
7,0.948,0.175
8,0.951,0.190
9,0.953,0.201
10,0.957,0.227
11,0.961,0.263
12,0.965,0.290
13,0.968,0.308
14,0.969,0.335
15,0.966,0.378
16,0.964,0.416
17,0.963,0.437
18,0.962,0.464
19,0.960,0.516
20,0.958,0.567
21,0.957,0.594
22,0.956,0.620
23,0.952,0.653
24,0.949,0.686
25,0.946,0.705
26,0.945,0.722
27,0.937,0.739
28,0.928,0.757
29,0.921,0.770
30,0.916,0.779
31,0.908,0.784
32,0.895,0.783
33,0.885,0.782
34,0.879,0.782
35,0.870,0.777
36,0.857,0.761
37,0.845,0.746
38,0.838,0.738
39,0.831,0.728
40,0.816,0.701
41,0.800,0.675
42,0.793,0.661
43,0.785,0.648
44,0.770,0.622
45,0.754,0.594
46,0.743,0.577
47,0.735,0.563
48,0.720,0.537
49,0.702,0.504
50,0.689,0.481
51,0.679,0.465
52,0.667,0.443
53,0.651,0.415
54,0.637,0.391
55,0.629,0.377
56,0.618,0.360
57,0.600,0.332
58,0.583,0.306
59,0.574,0.292
60,0.566,0.278
61,0.553,0.261
62,0.541,0.243
63,0.535,0.234
64,0.529,0.226
65,0.522,0.217
66,0.514,0.209
67,0.509,0.203
68,0.506,0.200
69,0.502,0.199
70,0.499,0.200
71,0.497,0.200
72,0.495,0.201
73,0.494,0.206
74,0.494,0.216
75,0.494,0.225
76,0.494,0.230
77,0.494,0.238
78,0.495,0.261
79,0.496,0.283
80,0.497,0.294
81,0.498,0.306
82,0.503,0.337
83,0.507,0.369
84,0.510,0.388
85,0.512,0.404
86,0.518,0.443
87,0.527,0.489
88,0.533,0.521
89,0.538,0.543
90,0.542,0.576
91,0.546,0.618
92,0.549,0.651
93,0.551,0.672
94,0.553,0.700
95,0.557,0.742
96,0.560,0.781
97,0.562,0.802
98,0.564,0.824
99,0.566,0.844
100,0.568,0.864
