Frame,x,y
1,0.662,0.928
2,0.662,0.929
3,0.662,0.930
4,0.662,0.931
5,0.662,0.930
6,0.664,0.926
7,0.665,0.923
8,0.666,0.920
9,0.666,0.919
10,0.666,0.918
11,0.666,0.918
12,0.667,0.917
13,0.670,0.911
14,0.672,0.907
15,0.674,0.905
16,0.675,0.903
17,0.676,0.902
18,0.679,0.894
19,0.682,0.884
20,0.683,0.880
21,0.684,0.876
22,0.685,0.873
23,0.686,0.872
24,0.686,0.870
25,0.688,0.863
26,0.691,0.852
27,0.693,0.846
28,0.694,0.840
29,0.695,0.838
30,0.696,0.833
31,0.697,0.820
32,0.698,0.809
33,0.700,0.803
34,0.700,0.798
35,0.700,0.795
36,0.700,0.793
37,0.700,0.792
38,0.702,0.779
39,0.704,0.767
40,0.705,0.760
41,0.706,0.755
42,0.708,0.751
43,0.709,0.741
44,0.712,0.725
45,0.713,0.716
46,0.714,0.708
47,0.715,0.704
48,0.716,0.700
49,0.716,0.697
50,0.716,0.690
51,0.718,0.676
52,0.719,0.665
53,0.720,0.658
54,0.720,0.653
55,0.720,0.650
56,0.720,0.648
57,0.720,0.643
58,0.720,0.626
59,0.720,0.612
60,0.720,0.604
61,0.720,0.597
62,0.720,0.593
63,0.719,0.580
64,0.718,0.564
65,0.718,0.556
66,0.718,0.549
67,0.718,0.545
68,0.718,0.541
69,0.718,0.539
70,0.718,0.529
71,0.718,0.515
72,0.718,0.507
73,0.718,0.500
74,0.718,0.497
75,0.718,0.494
76,0.718,0.491
77,0.717,0.477
78,0.715,0.443
79,0.713,0.420
80,0.712,0.403
81,0.712,0.393
82,0.712,0.384
83,0.712,0.380
84,0.710,0.365
85,0.703,0.311
86,0.697,0.267
87,0.693,0.239
88,0.691,0.220
89,0.688,0.207
90,0.687,0.199
91,0.686,0.192
92,0.683,0.151
93,0.680,0.114
94,0.679,0.093
95,0.678,0.076
96,0.676,0.066
97,0.676,0.061
98,0.676,0.060
99,0.676,0.059
100,0.676,0.058
