Frame,x,y
1,0.0,1.0
2,-0.0,0.998
3,-0.0,0.996
4,0.0,0.995
5,0.0,0.994
6,-0.0,0.992
7,-0.0,0.991
8,0.0,0.988
9,0.001,0.984
10,0.002,0.978
11,0.002,0.971
12,0.002,0.965
13,0.002,0.959
14,0.003,0.953
15,0.003,0.944
16,0.003,0.932
17,0.003,0.92
18,0.005,0.908
19,0.007,0.894
20,0.008,0.876
21,0.01,0.855
22,0.012,0.834
23,0.016,0.811
24,0.02,0.786
25,0.025,0.76
26,0.03,0.733
27,0.036,0.705
28,0.042,0.674
29,0.049,0.638
30,0.057,0.602
31,0.065,0.568
32,0.074,0.536
33,0.084,0.503
34,0.094,0.467
35,0.104,0.431
36,0.114,0.398
37,0.124,0.366
38,0.135,0.336
39,0.148,0.307
40,0.16,0.278
41,0.173,0.248
42,0.187,0.22
43,0.201,0.194
44,0.214,0.17
45,0.228,0.148
46,0.242,0.128
47,0.257,0.109
48,0.271,0.092
49,0.285,0.076
50,0.3,0.062
51,0.315,0.048
52,0.331,0.035
53,0.348,0.023
54,0.364,0.014
55,0.379,0.007
56,0.394,0.003
57,0.41,0.0
58,0.427,-0.0
59,0.444,-0.0
60,0.461,-0.0
61,0.478,0.0
62,0.494,0.0
63,0.51,0.004
64,0.527,0.011
65,0.544,0.022
66,0.561,0.036
67,0.577,0.053
68,0.594,0.071
69,0.61,0.091
70,0.626,0.11
71,0.642,0.13
72,0.657,0.15
73,0.671,0.172
74,0.686,0.196
75,0.701,0.223
76,0.718,0.256
77,0.735,0.292
78,0.751,0.33
79,0.765,0.368
80,0.778,0.405
81,0.792,0.44
82,0.807,0.473
83,0.823,0.506
84,0.838,0.538
85,0.853,0.57
86,0.867,0.603
87,0.881,0.636
88,0.894,0.669
89,0.907,0.699
90,0.919,0.728
91,0.931,0.755
92,0.943,0.783
93,0.955,0.81
94,0.966,0.837
95,0.976,0.861
96,0.983,0.882
97,0.989,0.903
98,0.993,0.925
99,0.997,0.949
100,1.0,0.967
