Frame,x,y
1,0.031,1.0
2,0.031,0.999
3,0.03,0.999
4,0.03,0.997
5,0.03,0.996
6,0.029,0.994
7,0.029,0.991
8,0.028,0.989
9,0.027,0.985
10,0.026,0.981
11,0.026,0.976
12,0.025,0.971
13,0.024,0.964
14,0.022,0.958
15,0.021,0.95
16,0.019,0.942
17,0.017,0.934
18,0.015,0.924
19,0.012,0.914
20,0.01,0.903
21,0.007,0.892
22,0.005,0.879
23,0.003,0.866
24,0.001,0.852
25,0.0,0.837
26,0.0,0.821
27,0.001,0.804
28,0.002,0.786
29,0.004,0.768
30,0.006,0.749
31,0.009,0.73
32,0.011,0.711
33,0.014,0.693
34,0.016,0.675
35,0.018,0.658
36,0.02,0.64
37,0.023,0.622
38,0.028,0.603
39,0.035,0.581
40,0.044,0.556
41,0.057,0.527
42,0.073,0.493
43,0.094,0.454
44,0.119,0.411
45,0.147,0.364
46,0.176,0.316
47,0.207,0.268
48,0.237,0.221
49,0.267,0.177
50,0.294,0.137
51,0.319,0.103
52,0.34,0.074
53,0.359,0.052
54,0.376,0.034
55,0.391,0.021
56,0.407,0.011
57,0.422,0.005
58,0.438,0.001
59,0.456,-0.0
60,0.475,-0.0
61,0.496,0.002
62,0.518,0.005
63,0.541,0.009
64,0.564,0.015
65,0.588,0.022
66,0.611,0.031
67,0.634,0.04
68,0.656,0.05
69,0.677,0.062
70,0.697,0.075
71,0.717,0.089
72,0.736,0.106
73,0.754,0.124
74,0.772,0.145
75,0.79,0.169
76,0.807,0.195
77,0.824,0.223
78,0.84,0.254
79,0.856,0.286
80,0.871,0.318
81,0.886,0.351
82,0.899,0.383
83,0.912,0.414
84,0.924,0.444
85,0.934,0.471
86,0.944,0.498
87,0.952,0.522
88,0.96,0.545
89,0.966,0.567
90,0.972,0.587
91,0.978,0.606
92,0.982,0.623
93,0.986,0.64
94,0.989,0.655
95,0.992,0.669
96,0.995,0.681
97,0.997,0.692
98,0.998,0.701
99,0.999,0.708
100,1.0,0.714
