Frame,x,y
1,0.553,0.373
2,0.552,0.376
3,0.55,0.382
4,0.549,0.389
5,0.548,0.397
6,0.546,0.407
7,0.542,0.42
8,0.535,0.438
9,0.526,0.46
10,0.513,0.489
11,0.498,0.523
12,0.481,0.56
13,0.463,0.598
14,0.442,0.637
15,0.42,0.677
16,0.395,0.72
17,0.368,0.764
18,0.339,0.81
19,0.309,0.855
20,0.278,0.897
21,0.247,0.934
22,0.216,0.965
23,0.186,0.987
24,0.156,1.0
25,0.126,1.0
26,0.098,0.998
27,0.073,0.985
28,0.051,0.962
29,0.034,0.929
30,0.02,0.884
31,0.01,0.828
32,0.003,0.764
33,-0.0,0.695
34,0.0,0.627
35,0.004,0.563
36,0.01,0.5
37,0.019,0.437
38,0.03,0.371
39,0.043,0.309
40,0.06,0.254
41,0.08,0.209
42,0.103,0.169
43,0.131,0.133
44,0.162,0.102
45,0.194,0.08
46,0.227,0.072
47,0.261,0.074
48,0.296,0.083
49,0.333,0.097
50,0.372,0.118
51,0.412,0.151
52,0.452,0.193
53,0.492,0.241
54,0.532,0.289
55,0.572,0.337
56,0.612,0.387
57,0.65,0.44
58,0.687,0.494
59,0.721,0.545
60,0.753,0.59
61,0.783,0.626
62,0.811,0.651
63,0.838,0.663
64,0.863,0.667
65,0.887,0.665
66,0.908,0.657
67,0.928,0.64
68,0.945,0.614
69,0.96,0.578
70,0.973,0.536
71,0.984,0.488
72,0.993,0.438
73,0.998,0.389
74,1.0,0.341
75,1.0,0.292
76,0.997,0.242
77,0.991,0.193
78,0.983,0.147
79,0.974,0.108
80,0.964,0.075
81,0.95,0.046
82,0.935,0.023
83,0.917,0.006
84,0.897,0.0
85,0.877,0.0
86,0.854,0.0
87,0.829,0.006
88,0.803,0.019
89,0.776,0.04
90,0.75,0.072
91,0.724,0.112
92,0.698,0.159
93,0.672,0.211
94,0.646,0.265
95,0.621,0.321
96,0.596,0.378
97,0.571,0.437
98,0.546,0.501
99,0.522,0.56
100,0.506,0.6
