Frame,x,y
1,0.5,0.547
2,0.494,0.568
3,0.485,0.599
4,0.474,0.632
5,0.463,0.661
6,0.451,0.688
7,0.437,0.714
8,0.42,0.739
9,0.4,0.763
10,0.378,0.786
11,0.355,0.807
12,0.33,0.829
13,0.305,0.851
14,0.28,0.873
15,0.255,0.894
16,0.229,0.913
17,0.203,0.931
18,0.177,0.949
19,0.152,0.966
20,0.125,0.98
21,0.096,0.989
22,0.068,0.993
23,0.052,1.0
24,0.051,1.0
25,0.054,1.0
26,0.049,0.992
27,0.03,0.946
28,0.008,0.886
29,0.0,0.826
30,0.0,0.773
31,0.01,0.722
32,0.022,0.67
33,0.035,0.616
34,0.052,0.564
35,0.074,0.514
36,0.1,0.468
37,0.128,0.426
38,0.159,0.39
39,0.19,0.361
40,0.222,0.342
41,0.255,0.331
42,0.289,0.326
43,0.322,0.323
44,0.357,0.324
45,0.392,0.333
46,0.428,0.354
47,0.465,0.384
48,0.502,0.419
49,0.54,0.456
50,0.575,0.494
51,0.608,0.532
52,0.639,0.569
53,0.671,0.606
54,0.708,0.642
55,0.746,0.678
56,0.781,0.709
57,0.81,0.735
58,0.835,0.753
59,0.859,0.763
60,0.883,0.763
61,0.905,0.757
62,0.924,0.746
63,0.94,0.728
64,0.955,0.701
65,0.968,0.661
66,0.98,0.611
67,0.99,0.556
68,0.996,0.502
69,0.999,0.449
70,1.0,0.397
71,1.0,0.348
72,1.0,0.303
73,1.0,0.263
74,1.0,0.229
75,1.0,0.196
76,0.996,0.163
77,0.986,0.128
78,0.974,0.094
79,0.96,0.061
80,0.943,0.033
81,0.923,0.013
82,0.9,0.002
83,0.877,-0.0
84,0.856,0.001
85,0.838,0.007
86,0.821,0.015
87,0.804,0.025
88,0.784,0.042
89,0.761,0.068
90,0.733,0.107
91,0.704,0.153
92,0.676,0.199
93,0.652,0.241
94,0.629,0.28
95,0.606,0.319
96,0.582,0.361
97,0.558,0.412
98,0.535,0.475
99,0.516,0.537
100,0.503,0.581
