Frame,x,y
1,0.264,0.424
2,0.262,0.420
3,0.271,0.420
4,0.293,0.425
5,0.302,0.427
6,0.306,0.428
7,0.365,0.449
8,0.394,0.459
9,0.408,0.463
10,0.449,0.474
11,0.493,0.487
12,0.512,0.492
13,0.530,0.495
14,0.586,0.499
15,0.612,0.500
16,0.622,0.500
17,0.664,0.495
18,0.691,0.492
19,0.713,0.488
20,0.759,0.483
21,0.780,0.481
22,0.789,0.480
23,0.806,0.476
24,0.815,0.474
25,0.819,0.472
26,0.837,0.459
27,0.864,0.439
28,0.875,0.431
29,0.883,0.422
30,0.921,0.371
31,0.939,0.349
32,0.947,0.338
33,0.938,0.300
34,0.930,0.270
35,0.926,0.257
36,0.917,0.235
37,0.901,0.191
38,0.893,0.171
39,0.890,0.163
40,0.850,0.141
41,0.831,0.130
42,0.822,0.125
43,0.777,0.113
44,0.724,0.098
45,0.702,0.092
46,0.682,0.091
47,0.614,0.095
48,0.582,0.096
49,0.568,0.096
50,0.519,0.114
51,0.487,0.127
52,0.458,0.147
53,0.400,0.201
54,0.355,0.249
55,0.318,0.289
56,0.302,0.306
57,0.292,0.320
58,0.272,0.364
59,0.263,0.385
60,0.266,0.428
61,0.272,0.466
62,0.274,0.483
63,0.276,0.504
64,0.284,0.560
65,0.287,0.585
66,0.288,0.597
67,0.304,0.666
68,0.313,0.703
69,0.317,0.719
70,0.341,0.771
71,0.375,0.841
72,0.389,0.872
73,0.402,0.886
74,0.469,0.909
75,0.499,0.921
76,0.513,0.925
77,0.554,0.931
78,0.586,0.936
79,0.599,0.938
80,0.621,0.937
81,0.662,0.933
82,0.681,0.932
83,0.689,0.932
84,0.736,0.897
85,0.759,0.880
86,0.771,0.872
87,0.792,0.833
88,0.813,0.787
89,0.822,0.768
90,0.874,0.698
91,0.898,0.666
92,0.909,0.652
93,0.934,0.604
94,0.955,0.561
95,0.964,0.543
96,0.971,0.522
97,0.981,0.472
98,0.985,0.450
99,0.988,0.441
100,1.010,0.426
