Frame,x,y
1,0.292,0.372
2,0.292,0.374
3,0.292,0.379
4,0.292,0.386
5,0.292,0.390
6,0.292,0.390
7,0.345,0.421
8,0.369,0.434
9,0.380,0.440
10,0.438,0.457
11,0.484,0.470
12,0.502,0.474
13,0.529,0.479
14,0.573,0.487
15,0.592,0.490
16,0.643,0.488
17,0.669,0.488
18,0.681,0.488
19,0.720,0.484
20,0.763,0.479
21,0.782,0.476
22,0.803,0.475
23,0.861,0.471
24,0.887,0.470
25,0.899,0.470
26,0.921,0.458
27,0.931,0.451
28,0.935,0.447
29,0.952,0.418
30,0.970,0.385
31,0.978,0.372
32,0.990,0.352
33,1.019,0.302
34,1.033,0.279
35,1.039,0.269
36,0.893,0.177
37,0.816,0.130
38,0.781,0.109
39,0.717,0.096
40,0.653,0.087
41,0.624,0.083
42,0.569,0.100
43,0.543,0.108
44,0.532,0.111
45,0.489,0.135
46,0.457,0.155
47,0.402,0.195
48,0.377,0.213
49,0.349,0.240
50,0.326,0.264
51,0.316,0.274
52,0.305,0.294
53,0.282,0.343
54,0.272,0.366
55,0.268,0.375
56,0.258,0.431
57,0.253,0.458
58,0.251,0.471
59,0.263,0.517
60,0.275,0.562
61,0.280,0.581
62,0.285,0.603
63,0.292,0.646
64,0.295,0.665
65,0.298,0.674
66,0.328,0.727
67,0.343,0.754
68,0.369,0.789
69,0.403,0.830
70,0.466,0.860
71,0.502,0.875
72,0.519,0.881
73,0.546,0.889
74,0.579,0.897
75,0.593,0.900
76,0.639,0.896
77,0.660,0.893
78,0.669,0.892
79,0.708,0.884
80,0.743,0.878
81,0.757,0.876
82,0.774,0.867
83,0.806,0.848
84,0.820,0.841
85,0.826,0.838
86,0.876,0.803
87,0.900,0.787
88,0.911,0.780
89,0.939,0.745
90,0.962,0.716
91,0.971,0.705
92,0.981,0.685
93,0.998,0.648
94,1.005,0.632
95,1.008,0.626
96,1.019,0.575
97,1.025,0.551
98,1.027,0.540
99,1.014,0.501
100,1.002,0.468
