Frame,x,y
1,1.0,1.0
2,0.995,1.0
3,0.987,1.0
4,0.979,1.0
5,0.97,1.0
6,0.963,0.998
7,0.956,0.997
8,0.949,0.996
9,0.943,0.995
10,0.936,0.995
11,0.93,0.995
12,0.924,0.995
13,0.917,0.995
14,0.911,0.993
15,0.906,0.991
16,0.9,0.989
17,0.895,0.988
18,0.891,0.986
19,0.886,0.985
20,0.882,0.984
21,0.878,0.984
22,0.875,0.984
23,0.871,0.984
24,0.867,0.984
25,0.864,0.984
26,0.861,0.984
27,0.858,0.984
28,0.855,0.984
29,0.853,0.984
30,0.851,0.984
31,0.849,0.984
32,0.847,0.984
33,0.845,0.984
34,0.843,0.984
35,0.841,0.984
36,0.839,0.984
37,0.837,0.984
38,0.834,0.984
39,0.832,0.984
40,0.83,0.985
41,0.827,0.986
42,0.823,0.987
43,0.818,0.989
44,0.813,0.991
45,0.806,0.993
46,0.799,0.995
47,0.79,0.995
48,0.781,0.994
49,0.77,0.992
50,0.76,0.99
51,0.75,0.988
52,0.74,0.988
53,0.729,0.987
54,0.718,0.985
55,0.705,0.981
56,0.691,0.975
57,0.676,0.968
58,0.661,0.959
59,0.646,0.949
60,0.631,0.939
61,0.616,0.927
62,0.601,0.915
63,0.585,0.902
64,0.568,0.889
65,0.552,0.874
66,0.536,0.859
67,0.52,0.842
68,0.505,0.823
69,0.488,0.801
70,0.471,0.778
71,0.452,0.752
72,0.433,0.727
73,0.414,0.703
74,0.397,0.682
75,0.38,0.664
76,0.364,0.647
77,0.348,0.629
78,0.33,0.608
79,0.311,0.584
80,0.292,0.56
81,0.273,0.536
82,0.255,0.514
83,0.238,0.493
84,0.222,0.471
85,0.205,0.447
86,0.189,0.422
87,0.173,0.394
88,0.157,0.365
89,0.142,0.334
90,0.127,0.302
91,0.113,0.27
92,0.098,0.238
93,0.084,0.207
94,0.07,0.175
95,0.056,0.144
96,0.042,0.111
97,0.028,0.078
98,0.016,0.046
99,0.007,0.019
100,-0.0,-0.0
