Frame,x,y
1,1.124,0.858
2,1.123,0.857
3,1.122,0.856
4,1.121,0.856
5,1.119,0.855
6,1.116,0.854
7,1.115,0.853
8,1.114,0.852
9,1.109,0.852
10,1.105,0.852
11,1.103,0.852
12,1.097,0.851
13,1.089,0.850
14,1.085,0.850
15,1.081,0.850
16,1.071,0.850
17,1.062,0.850
18,1.056,0.850
19,1.044,0.849
20,1.028,0.848
21,1.019,0.848
22,1.008,0.848
23,0.985,0.847
24,0.967,0.846
25,0.956,0.844
26,0.935,0.842
27,0.911,0.838
28,0.898,0.837
29,0.882,0.835
30,0.853,0.830
31,0.831,0.827
32,0.818,0.825
33,0.792,0.820
34,0.762,0.814
35,0.747,0.812
36,0.728,0.809
37,0.695,0.804
38,0.672,0.801
39,0.655,0.798
40,0.626,0.794
41,0.593,0.790
42,0.576,0.788
43,0.556,0.784
44,0.529,0.777
45,0.510,0.772
46,0.496,0.769
47,0.477,0.762
48,0.457,0.756
49,0.447,0.752
50,0.434,0.749
51,0.418,0.747
52,0.407,0.745
53,0.399,0.744
54,0.388,0.741
55,0.377,0.738
56,0.371,0.737
57,0.366,0.736
58,0.361,0.736
59,0.358,0.736
60,0.356,0.736
61,0.349,0.731
62,0.343,0.726
63,0.340,0.723
64,0.334,0.716
65,0.324,0.703
66,0.319,0.695
67,0.314,0.688
68,0.298,0.671
69,0.284,0.656
70,0.276,0.646
71,0.263,0.630
72,0.246,0.607
73,0.235,0.593
74,0.225,0.581
75,0.215,0.560
76,0.207,0.543
77,0.202,0.532
78,0.193,0.513
79,0.182,0.486
80,0.175,0.471
81,0.169,0.457
82,0.160,0.433
83,0.152,0.414
84,0.148,0.402
85,0.139,0.383
86,0.127,0.360
87,0.121,0.348
88,0.115,0.335
89,0.111,0.315
90,0.107,0.300
91,0.105,0.291
92,0.106,0.279
93,0.108,0.265
94,0.109,0.257
95,0.110,0.250
96,0.111,0.242
97,0.113,0.236
98,0.114,0.233
99,0.114,0.229
100,0.114,0.226
