Frame,x,y
1,0.272,0.514
2,0.274,0.512
3,0.279,0.507
4,0.284,0.504
5,0.286,0.502
6,0.309,0.479
7,0.324,0.464
8,0.330,0.457
9,0.366,0.409
10,0.384,0.385
11,0.424,0.329
12,0.449,0.293
13,0.459,0.280
14,0.492,0.223
15,0.508,0.194
16,0.547,0.143
17,0.573,0.108
18,0.583,0.096
19,0.611,0.063
20,0.625,0.046
21,0.642,0.044
22,0.653,0.046
23,0.657,0.046
24,0.666,0.069
25,0.671,0.083
26,0.672,0.088
27,0.699,0.137
28,0.712,0.160
29,0.759,0.223
30,0.784,0.258
31,0.795,0.273
32,0.833,0.334
33,0.851,0.364
34,0.858,0.376
35,0.918,0.438
36,0.943,0.463
37,0.985,0.505
38,1.005,0.525
39,1.012,0.532
40,1.019,0.560
41,1.024,0.573
42,1.026,0.580
43,1.039,0.593
44,1.046,0.600
45,1.043,0.605
46,1.042,0.606
47,1.039,0.607
48,1.009,0.614
49,0.997,0.618
50,0.906,0.618
51,0.864,0.618
52,0.841,0.618
53,0.747,0.616
54,0.708,0.616
55,0.615,0.609
56,0.573,0.605
57,0.553,0.604
58,0.492,0.594
59,0.466,0.590
60,0.445,0.589
61,0.389,0.583
62,0.367,0.580
63,0.317,0.573
64,0.296,0.570
65,0.284,0.570
66,0.265,0.570
67,0.258,0.570
68,0.254,0.572
69,0.248,0.578
70,0.249,0.582
71,0.265,0.595
72,0.272,0.602
73,0.286,0.621
74,0.318,0.670
75,0.340,0.696
76,0.413,0.759
77,0.443,0.785
78,0.469,0.803
79,0.523,0.832
80,0.549,0.848
81,0.594,0.882
82,0.613,0.897
83,0.628,0.905
84,0.661,0.916
85,0.674,0.920
86,0.683,0.926
87,0.692,0.934
88,0.699,0.934
89,0.719,0.925
90,0.726,0.922
91,0.739,0.905
92,0.762,0.867
93,0.771,0.853
94,0.838,0.785
95,0.925,0.695
96,0.955,0.665
97,0.988,0.629
98,1.012,0.602
99,1.026,0.589
100,1.040,0.578
