Frame,x,y
1,0.366,0.506
2,0.364,0.506
3,0.370,0.500
4,0.373,0.495
5,0.378,0.489
6,0.402,0.464
7,0.415,0.441
8,0.439,0.392
9,0.447,0.375
10,0.474,0.324
11,0.489,0.293
12,0.498,0.278
13,0.523,0.234
14,0.535,0.212
15,0.560,0.174
16,0.569,0.161
17,0.586,0.142
18,0.600,0.128
19,0.616,0.124
20,0.626,0.122
21,0.632,0.125
22,0.649,0.156
23,0.664,0.175
24,0.706,0.222
25,0.719,0.238
26,0.768,0.278
27,0.805,0.306
28,0.818,0.318
29,0.890,0.388
30,0.920,0.417
31,0.959,0.451
32,0.973,0.463
33,0.992,0.478
34,1.008,0.491
35,1.014,0.496
36,1.026,0.511
37,1.030,0.516
38,1.033,0.523
39,1.034,0.526
40,1.027,0.530
41,1.020,0.534
42,0.982,0.541
43,0.946,0.547
44,0.933,0.548
45,0.795,0.555
46,0.736,0.558
47,0.652,0.565
48,0.621,0.568
49,0.566,0.565
50,0.502,0.562
51,0.480,0.562
52,0.413,0.562
53,0.382,0.562
54,0.331,0.560
55,0.310,0.560
56,0.291,0.562
57,0.267,0.566
58,0.261,0.568
59,0.260,0.570
60,0.260,0.572
61,0.279,0.598
62,0.288,0.611
63,0.299,0.631
64,0.320,0.670
65,0.348,0.712
66,0.391,0.770
67,0.404,0.787
68,0.459,0.821
69,0.487,0.837
70,0.523,0.877
71,0.539,0.895
72,0.556,0.904
73,0.582,0.912
74,0.590,0.915
75,0.598,0.922
76,0.603,0.927
77,0.617,0.926
78,0.624,0.926
79,0.629,0.925
80,0.638,0.920
81,0.641,0.920
82,0.658,0.896
83,0.668,0.881
84,0.714,0.821
85,0.741,0.789
86,0.760,0.768
87,0.811,0.713
88,0.845,0.681
89,0.909,0.632
90,0.930,0.617
91,0.958,0.588
92,0.973,0.571
93,0.989,0.555
94,0.997,0.547
95,1.003,0.541
96,1.019,0.524
97,1.025,0.517
98,1.028,0.509
99,1.030,0.503
100,1.028,0.502
