Frame,x,y
1,0.368,0.556
2,0.381,0.539
3,0.389,0.529
4,0.405,0.507
5,0.423,0.484
6,0.438,0.462
7,0.462,0.421
8,0.474,0.399
9,0.501,0.356
10,0.522,0.325
11,0.540,0.295
12,0.559,0.263
13,0.571,0.245
14,0.586,0.224
15,0.594,0.213
16,0.602,0.205
17,0.608,0.200
18,0.613,0.201
19,0.623,0.211
20,0.628,0.216
21,0.645,0.234
22,0.657,0.247
23,0.676,0.264
24,0.699,0.284
25,0.715,0.297
26,0.752,0.321
27,0.772,0.333
28,0.808,0.355
29,0.837,0.373
30,0.866,0.386
31,0.904,0.402
32,0.924,0.410
33,0.952,0.423
34,0.970,0.431
35,0.985,0.441
36,0.997,0.450
37,1.003,0.454
38,1.000,0.454
39,0.998,0.454
40,0.980,0.451
41,0.965,0.449
42,0.939,0.449
43,0.902,0.450
44,0.878,0.450
45,0.807,0.452
46,0.767,0.452
47,0.713,0.462
48,0.665,0.474
49,0.619,0.484
50,0.542,0.497
51,0.502,0.503
52,0.448,0.515
53,0.412,0.522
54,0.378,0.528
55,0.346,0.535
56,0.327,0.538
57,0.307,0.542
58,0.297,0.544
59,0.293,0.544
60,0.292,0.544
61,0.297,0.544
62,0.311,0.544
63,0.320,0.544
64,0.349,0.554
65,0.368,0.560
66,0.393,0.573
67,0.418,0.587
68,0.439,0.602
69,0.482,0.640
70,0.504,0.659
71,0.540,0.698
72,0.567,0.728
73,0.593,0.754
74,0.622,0.782
75,0.639,0.799
76,0.663,0.810
77,0.676,0.816
78,0.694,0.812
79,0.712,0.806
80,0.725,0.795
81,0.743,0.769
82,0.753,0.755
83,0.778,0.724
84,0.795,0.702
85,0.823,0.674
86,0.858,0.642
87,0.880,0.621
88,0.915,0.577
89,0.934,0.554
90,0.961,0.525
91,0.984,0.502
92,1.002,0.485
93,1.022,0.466
94,1.034,0.456
95,1.047,0.446
96,1.055,0.440
97,1.061,0.437
98,1.065,0.436
99,1.066,0.436
100,1.066,0.438
