Frame,x,y
1,0.058,0.612
2,0.055,0.614
3,0.055,0.614
4,0.064,0.607
5,0.082,0.589
6,0.108,0.557
7,0.138,0.512
8,0.161,0.472
9,0.165,0.46
10,0.159,0.467
11,0.167,0.461
12,0.206,0.419
13,0.261,0.356
14,0.314,0.288
15,0.363,0.222
16,0.417,0.157
17,0.477,0.095
18,0.525,0.049
19,0.54,0.033
20,0.534,0.038
21,0.537,0.039
22,0.565,0.023
23,0.596,0.004
24,0.607,0.0
25,0.603,0.0
26,0.604,0.0
27,0.623,0.002
28,0.66,0.019
29,0.709,0.062
30,0.756,0.111
31,0.781,0.134
32,0.78,0.124
33,0.776,0.127
34,0.791,0.182
35,0.826,0.278
36,0.87,0.377
37,0.913,0.455
38,0.94,0.499
39,0.942,0.506
40,0.937,0.499
41,0.952,0.511
42,0.988,0.549
43,1.0,0.588
44,0.962,0.605
45,0.903,0.605
46,0.879,0.604
47,0.891,0.606
48,0.884,0.604
49,0.812,0.594
50,0.686,0.58
51,0.535,0.567
52,0.394,0.559
53,0.31,0.555
54,0.307,0.555
55,0.321,0.555
56,0.274,0.554
57,0.165,0.553
58,0.062,0.555
59,0.013,0.564
60,0.001,0.574
61,0.0,0.579
62,0.0,0.578
63,0.001,0.577
64,0.02,0.584
65,0.064,0.607
66,0.14,0.655
67,0.226,0.713
68,0.277,0.747
69,0.275,0.744
70,0.268,0.739
71,0.302,0.771
72,0.373,0.834
73,0.44,0.898
74,0.479,0.941
75,0.494,0.963
76,0.495,0.967
77,0.492,0.964
78,0.498,0.968
79,0.519,0.984
80,0.547,0.998
81,0.575,1.0
82,0.595,0.992
83,0.603,0.986
84,0.599,0.987
85,0.6,0.988
86,0.621,0.977
87,0.659,0.945
88,0.708,0.877
89,0.755,0.786
90,0.785,0.718
91,0.786,0.707
92,0.78,0.719
93,0.798,0.697
94,0.842,0.632
95,0.882,0.575
96,0.892,0.565
97,0.885,0.575
98,0.885,0.56
99,0.899,0.514
100,0.913,0.471
