Frame,x,y
1,0.708,0.292
2,0.711,0.292
3,0.716,0.293
4,0.723,0.294
5,0.738,0.298
6,0.750,0.302
7,0.768,0.307
8,0.794,0.316
9,0.815,0.326
10,0.842,0.343
11,0.863,0.359
12,0.879,0.375
13,0.897,0.398
14,0.906,0.416
15,0.913,0.438
16,0.912,0.466
17,0.910,0.487
18,0.897,0.514
19,0.879,0.537
20,0.864,0.556
21,0.832,0.579
22,0.807,0.594
23,0.780,0.608
24,0.743,0.620
25,0.718,0.627
26,0.684,0.636
27,0.646,0.641
28,0.619,0.644
29,0.580,0.639
30,0.548,0.629
31,0.522,0.617
32,0.492,0.597
33,0.474,0.582
34,0.455,0.563
35,0.441,0.538
36,0.434,0.518
37,0.434,0.488
38,0.430,0.453
39,0.426,0.422
40,0.433,0.384
41,0.441,0.357
42,0.449,0.331
43,0.466,0.306
44,0.480,0.292
45,0.500,0.279
46,0.519,0.269
47,0.534,0.264
48,0.555,0.262
49,0.575,0.262
50,0.594,0.262
51,0.615,0.264
52,0.630,0.267
53,0.645,0.269
54,0.659,0.272
55,0.667,0.274
56,0.673,0.274
57,0.670,0.271
58,0.666,0.268
59,0.651,0.264
60,0.636,0.259
61,0.618,0.254
62,0.598,0.246
63,0.583,0.240
64,0.568,0.232
65,0.551,0.224
66,0.539,0.218
67,0.529,0.213
68,0.525,0.211
69,0.522,0.210
70,0.528,0.212
71,0.537,0.214
72,0.551,0.217
73,0.574,0.223
74,0.590,0.227
75,0.613,0.236
76,0.637,0.244
77,0.656,0.250
78,0.680,0.259
79,0.696,0.266
80,0.710,0.273
81,0.724,0.278
82,0.732,0.281
83,0.740,0.283
84,0.740,0.286
85,0.738,0.286
86,0.729,0.291
87,0.720,0.298
88,0.713,0.305
89,0.695,0.321
90,0.683,0.333
91,0.670,0.350
92,0.652,0.370
93,0.639,0.383
94,0.623,0.399
95,0.613,0.411
96,0.606,0.418
97,0.604,0.418
98,0.605,0.417
99,0.606,0.415
100,0.610,0.412
