Frame,x,y
1,0.49,0.084
2,0.479,0.087
3,0.482,0.085
4,0.485,0.081
5,0.491,0.079
6,0.496,0.085
7,0.5,0.086
8,0.509,0.082
9,0.54,0.079
10,0.583,0.074
11,0.617,0.071
12,0.652,0.079
13,0.693,0.089
14,0.73,0.101
15,0.729,0.101
16,0.773,0.124
17,0.823,0.156
18,0.865,0.193
19,0.9,0.244
20,0.94,0.309
21,0.978,0.368
22,0.999,0.49
23,0.992,0.611
24,0.963,0.673
25,0.911,0.743
26,0.827,0.815
27,0.738,0.876
28,0.639,0.921
29,0.53,0.969
30,0.533,0.968
31,0.421,0.997
32,0.318,0.996
33,0.237,0.984
34,0.172,0.952
35,0.108,0.861
36,0.029,0.753
37,0.0,0.664
38,0.011,0.58
39,0.017,0.495
40,0.015,0.415
41,0.031,0.348
42,0.059,0.284
43,0.101,0.229
44,0.146,0.179
45,0.146,0.179
46,0.185,0.15
47,0.231,0.123
48,0.324,0.113
49,0.389,0.113
50,0.431,0.116
51,0.464,0.125
52,0.482,0.138
53,0.511,0.144
54,0.529,0.149
55,0.527,0.154
56,0.532,0.149
57,0.534,0.14
58,0.527,0.133
59,0.521,0.123
60,0.516,0.114
61,0.499,0.104
62,0.472,0.092
63,0.444,0.077
64,0.411,0.06
65,0.379,0.045
66,0.356,0.031
67,0.333,0.018
68,0.314,0.013
69,0.307,0.005
70,0.3,-0.0
71,0.298,0.003
72,0.305,0.01
73,0.32,0.02
74,0.338,0.029
75,0.362,0.039
76,0.397,0.051
77,0.429,0.067
78,0.464,0.079
79,0.503,0.091
80,0.533,0.11
81,0.557,0.128
82,0.577,0.145
83,0.587,0.165
84,0.589,0.184
85,0.589,0.2
86,0.579,0.22
87,0.56,0.237
88,0.541,0.252
89,0.517,0.276
90,0.488,0.304
91,0.463,0.325
92,0.443,0.345
93,0.426,0.371
94,0.401,0.394
95,0.385,0.403
96,0.392,0.402
97,0.393,0.401
98,0.387,0.393
99,0.394,0.377
100,0.394,0.364
