Frame,x,y
1,0.704,0.268
2,0.704,0.268
3,0.708,0.268
4,0.710,0.268
5,0.718,0.270
6,0.725,0.270
7,0.738,0.272
8,0.748,0.273
9,0.753,0.274
10,0.769,0.278
11,0.785,0.282
12,0.808,0.292
13,0.838,0.309
14,0.862,0.326
15,0.879,0.343
16,0.894,0.363
17,0.905,0.381
18,0.916,0.407
19,0.921,0.427
20,0.922,0.454
21,0.924,0.468
22,0.922,0.479
23,0.911,0.510
24,0.904,0.527
25,0.875,0.565
26,0.836,0.604
27,0.817,0.623
28,0.772,0.648
29,0.747,0.662
30,0.703,0.674
31,0.674,0.681
32,0.631,0.682
33,0.601,0.682
34,0.586,0.682
35,0.561,0.671
36,0.537,0.658
37,0.515,0.640
38,0.491,0.610
39,0.474,0.584
40,0.465,0.559
41,0.458,0.531
42,0.458,0.505
43,0.463,0.469
44,0.467,0.444
45,0.477,0.412
46,0.482,0.394
47,0.485,0.382
48,0.494,0.359
49,0.499,0.346
50,0.523,0.322
51,0.559,0.302
52,0.579,0.293
53,0.607,0.288
54,0.622,0.286
55,0.639,0.288
56,0.650,0.288
57,0.661,0.291
58,0.668,0.293
59,0.673,0.294
60,0.670,0.293
61,0.667,0.291
62,0.660,0.289
63,0.643,0.285
64,0.627,0.280
65,0.610,0.274
66,0.589,0.267
67,0.571,0.263
68,0.548,0.262
69,0.534,0.261
70,0.522,0.258
71,0.515,0.256
72,0.512,0.256
73,0.514,0.256
74,0.515,0.256
75,0.534,0.256
76,0.563,0.260
77,0.579,0.262
78,0.608,0.264
79,0.626,0.266
80,0.659,0.271
81,0.681,0.275
82,0.699,0.279
83,0.711,0.281
84,0.717,0.283
85,0.723,0.289
86,0.728,0.294
87,0.727,0.300
88,0.715,0.313
89,0.702,0.326
90,0.690,0.341
91,0.674,0.358
92,0.659,0.371
93,0.636,0.389
94,0.624,0.399
95,0.615,0.407
96,0.601,0.421
97,0.593,0.429
98,0.588,0.434
99,0.584,0.438
100,0.582,0.438
