Frame,x,y
1,0.506,0.21
2,0.506,0.211
3,0.506,0.206
4,0.513,0.201
5,0.53,0.202
6,0.547,0.208
7,0.567,0.215
8,0.598,0.217
9,0.637,0.218
10,0.681,0.233
11,0.735,0.263
12,0.778,0.282
13,0.844,0.341
14,0.945,0.461
15,0.985,0.535
16,0.996,0.614
17,1.0,0.655
18,1.0,0.654
19,0.99,0.731
20,0.961,0.813
21,0.908,0.868
22,0.837,0.914
23,0.759,0.964
24,0.67,0.994
25,0.583,1.0
26,0.499,0.998
27,0.412,0.986
28,0.331,0.967
29,0.209,0.904
30,0.099,0.835
31,0.056,0.792
32,0.03,0.738
33,0.006,0.681
34,0.001,0.599
35,0.012,0.528
36,0.012,0.532
37,0.006,0.506
38,0.028,0.446
39,0.081,0.383
40,0.146,0.323
41,0.214,0.261
42,0.289,0.211
43,0.353,0.179
44,0.428,0.161
45,0.569,0.151
46,0.653,0.154
47,0.686,0.167
48,0.725,0.181
49,0.757,0.193
50,0.776,0.204
51,0.782,0.216
52,0.775,0.221
53,0.762,0.213
54,0.764,0.213
55,0.751,0.208
56,0.717,0.195
57,0.673,0.176
58,0.623,0.15
59,0.577,0.127
60,0.5,0.092
61,0.406,0.046
62,0.37,0.028
63,0.346,0.017
64,0.321,0.006
65,0.304,0.0
66,0.298,0.0
67,0.303,0.006
68,0.322,0.018
69,0.351,0.028
70,0.384,0.037
71,0.42,0.05
72,0.425,0.051
73,0.436,0.057
74,0.481,0.08
75,0.524,0.098
76,0.604,0.134
77,0.672,0.164
78,0.697,0.178
79,0.718,0.196
80,0.731,0.217
81,0.728,0.242
82,0.713,0.268
83,0.693,0.294
84,0.665,0.32
85,0.63,0.35
86,0.591,0.388
87,0.554,0.432
88,0.518,0.48
89,0.47,0.527
90,0.446,0.545
91,0.448,0.544
92,0.432,0.56
93,0.435,0.563
94,0.448,0.551
95,0.46,0.536
96,0.477,0.525
97,0.496,0.518
98,0.51,0.517
99,0.527,0.516
100,0.543,0.513
