Frame,x,y
1,-0.0,0.0
2,0.0,0.001
3,0.0,0.002
4,0.001,0.004
5,0.001,0.005
6,0.001,0.007
7,0.001,0.009
8,0.001,0.012
9,0.001,0.014
10,0.001,0.017
11,0.001,0.02
12,0.0,0.023
13,0.0,0.026
14,0.0,0.03
15,0.0,0.034
16,0.0,0.037
17,0.0,0.041
18,0.0,0.045
19,0.0,0.05
20,0.0,0.054
21,0.0,0.058
22,0.0,0.063
23,0.0,0.067
24,0.003,0.071
25,0.006,0.076
26,0.01,0.081
27,0.014,0.085
28,0.02,0.09
29,0.025,0.095
30,0.031,0.1
31,0.038,0.105
32,0.044,0.111
33,0.052,0.116
34,0.059,0.122
35,0.067,0.128
36,0.074,0.135
37,0.082,0.141
38,0.091,0.149
39,0.099,0.156
40,0.107,0.164
41,0.115,0.173
42,0.123,0.182
43,0.131,0.192
44,0.139,0.203
45,0.147,0.214
46,0.155,0.226
47,0.162,0.239
48,0.169,0.252
49,0.177,0.266
50,0.184,0.281
51,0.192,0.296
52,0.2,0.311
53,0.208,0.326
54,0.217,0.342
55,0.226,0.358
56,0.235,0.374
57,0.245,0.39
58,0.256,0.406
59,0.267,0.422
60,0.279,0.438
61,0.291,0.454
62,0.304,0.471
63,0.318,0.487
64,0.333,0.504
65,0.349,0.52
66,0.365,0.537
67,0.382,0.554
68,0.4,0.571
69,0.419,0.588
70,0.438,0.606
71,0.457,0.623
72,0.477,0.641
73,0.496,0.658
74,0.516,0.675
75,0.535,0.692
76,0.553,0.709
77,0.571,0.726
78,0.588,0.742
79,0.604,0.758
80,0.619,0.774
81,0.634,0.789
82,0.648,0.804
83,0.663,0.818
84,0.678,0.832
85,0.693,0.846
86,0.709,0.86
87,0.726,0.873
88,0.745,0.886
89,0.765,0.899
90,0.787,0.911
91,0.81,0.923
92,0.835,0.935
93,0.859,0.946
94,0.884,0.956
95,0.907,0.966
96,0.93,0.975
97,0.951,0.983
98,0.97,0.99
99,0.987,0.995
100,1.0,1.0
