Frame,x,y
1,0.610,0.036
2,0.610,0.036
3,0.609,0.037
4,0.609,0.037
5,0.608,0.038
6,0.608,0.038
7,0.607,0.039
8,0.607,0.039
9,0.606,0.040
10,0.606,0.040
11,0.606,0.040
12,0.605,0.041
13,0.605,0.041
14,0.604,0.042
15,0.604,0.044
16,0.605,0.049
17,0.605,0.053
18,0.606,0.058
19,0.606,0.062
20,0.606,0.064
21,0.606,0.066
22,0.606,0.069
23,0.606,0.071
24,0.606,0.076
25,0.605,0.084
26,0.605,0.092
27,0.604,0.100
28,0.604,0.108
29,0.604,0.112
30,0.604,0.116
31,0.604,0.120
32,0.604,0.124
33,0.604,0.130
34,0.604,0.137
35,0.604,0.145
36,0.604,0.152
37,0.604,0.160
38,0.604,0.164
39,0.604,0.167
40,0.604,0.171
41,0.604,0.174
42,0.604,0.185
43,0.603,0.202
44,0.603,0.219
45,0.602,0.237
46,0.602,0.254
47,0.602,0.263
48,0.601,0.272
49,0.601,0.281
50,0.600,0.290
51,0.600,0.306
52,0.601,0.329
53,0.601,0.352
54,0.602,0.375
55,0.602,0.398
56,0.602,0.410
57,0.602,0.421
58,0.602,0.433
59,0.602,0.444
60,0.602,0.458
61,0.603,0.475
62,0.603,0.491
63,0.604,0.508
64,0.604,0.524
65,0.604,0.532
66,0.605,0.540
67,0.605,0.548
68,0.606,0.556
69,0.606,0.571
70,0.605,0.592
71,0.605,0.613
72,0.604,0.635
73,0.604,0.656
74,0.604,0.667
75,0.603,0.677
76,0.603,0.688
77,0.602,0.699
78,0.602,0.712
79,0.602,0.727
80,0.602,0.743
81,0.602,0.758
82,0.602,0.774
83,0.602,0.782
84,0.602,0.790
85,0.602,0.798
86,0.602,0.806
87,0.602,0.816
88,0.603,0.828
89,0.604,0.840
90,0.605,0.852
91,0.606,0.864
92,0.606,0.870
93,0.607,0.876
94,0.607,0.881
95,0.608,0.887
96,0.609,0.893
97,0.611,0.899
98,0.614,0.904
99,0.616,0.910
100,0.618,0.916
