Frame,x,y
1,0.352,0.732
2,0.352,0.732
3,0.389,0.713
4,0.404,0.705
5,0.380,0.704
6,0.366,0.704
7,0.368,0.685
8,0.372,0.671
9,0.390,0.640
10,0.418,0.597
11,0.431,0.575
12,0.450,0.525
13,0.456,0.512
14,0.462,0.468
15,0.464,0.454
16,0.471,0.416
17,0.474,0.399
18,0.509,0.286
19,0.531,0.212
20,0.543,0.150
21,0.546,0.131
22,0.553,0.120
23,0.556,0.116
24,0.570,0.135
25,0.580,0.148
26,0.585,0.168
27,0.588,0.193
28,0.591,0.212
29,0.600,0.250
30,0.604,0.261
31,0.638,0.345
32,0.649,0.371
33,0.668,0.447
34,0.677,0.479
35,0.702,0.566
36,0.718,0.616
37,0.746,0.697
38,0.753,0.721
39,0.766,0.761
40,0.771,0.777
41,0.763,0.795
42,0.758,0.804
43,0.763,0.809
44,0.769,0.812
45,0.757,0.807
46,0.724,0.793
47,0.711,0.785
48,0.673,0.747
49,0.661,0.735
50,0.624,0.698
51,0.610,0.684
52,0.572,0.642
53,0.552,0.618
54,0.476,0.544
55,0.392,0.468
56,0.347,0.434
57,0.311,0.404
58,0.295,0.392
59,0.272,0.378
60,0.257,0.370
61,0.268,0.365
62,0.287,0.361
63,0.302,0.359
64,0.335,0.354
65,0.346,0.352
66,0.348,0.354
67,0.348,0.354
68,0.413,0.352
69,0.440,0.352
70,0.494,0.358
71,0.526,0.362
72,0.580,0.359
73,0.631,0.356
74,0.669,0.354
75,0.728,0.350
76,0.827,0.360
77,0.885,0.366
78,0.922,0.365
79,0.951,0.361
80,0.966,0.361
81,0.985,0.362
82,0.989,0.363
83,0.978,0.385
84,0.975,0.391
85,0.763,0.533
86,0.678,0.590
87,0.603,0.618
88,0.567,0.631
89,0.533,0.661
90,0.525,0.669
91,0.499,0.683
92,0.428,0.710
93,0.395,0.720
94,0.368,0.736
95,0.353,0.745
96,0.346,0.755
97,0.341,0.763
98,0.336,0.766
99,0.321,0.766
100,0.316,0.766
