Frame,x,y
1,0.306,0.782
2,0.305,0.782
3,0.333,0.699
4,0.373,0.589
5,0.396,0.524
6,0.409,0.490
7,0.417,0.467
8,0.434,0.423
9,0.489,0.280
10,0.520,0.199
11,0.557,0.227
12,0.600,0.341
13,0.623,0.403
14,0.637,0.441
15,0.647,0.465
16,0.657,0.494
17,0.722,0.662
18,0.764,0.769
19,0.790,0.837
20,0.806,0.878
21,0.813,0.899
22,0.818,0.916
23,0.820,0.928
24,0.822,0.936
25,0.822,0.940
26,0.822,0.943
27,0.821,0.944
28,0.818,0.946
29,0.817,0.947
30,0.816,0.948
31,0.816,0.948
32,0.816,0.948
33,0.808,0.940
34,0.800,0.932
35,0.796,0.928
36,0.793,0.925
37,0.791,0.923
38,0.707,0.844
39,0.493,0.643
40,0.384,0.541
41,0.311,0.474
42,0.266,0.432
43,0.239,0.407
44,0.208,0.362
45,0.186,0.331
46,0.172,0.311
47,0.165,0.299
48,0.160,0.293
49,0.153,0.285
50,0.145,0.277
51,0.141,0.273
52,0.139,0.270
53,0.137,0.267
54,0.137,0.266
55,0.151,0.266
56,0.158,0.266
57,0.163,0.266
58,0.166,0.266
59,0.168,0.266
60,0.193,0.275
61,0.224,0.286
62,0.243,0.294
63,0.253,0.297
64,0.387,0.316
65,0.572,0.342
66,0.678,0.357
67,0.736,0.365
68,0.775,0.370
69,0.808,0.375
70,0.872,0.379
71,0.908,0.381
72,0.932,0.383
73,0.947,0.384
74,0.954,0.384
75,0.988,0.378
76,1.020,0.372
77,1.041,0.368
78,1.051,0.366
79,1.057,0.365
80,1.058,0.364
81,1.052,0.364
82,1.049,0.364
83,1.047,0.364
84,1.046,0.364
85,1.046,0.364
86,0.993,0.373
87,0.951,0.380
88,0.925,0.385
89,0.910,0.388
90,0.902,0.389
91,0.861,0.408
92,0.791,0.442
93,0.754,0.460
94,0.731,0.471
95,0.716,0.478
96,0.698,0.490
97,0.547,0.606
98,0.450,0.682
99,0.388,0.731
100,0.350,0.760
