Frame,x,y
1,0.440,0.822
2,0.440,0.824
3,0.440,0.824
4,0.440,0.822
5,0.440,0.819
6,0.440,0.815
7,0.442,0.804
8,0.442,0.799
9,0.445,0.780
10,0.447,0.765
11,0.449,0.742
12,0.450,0.707
13,0.450,0.684
14,0.450,0.621
15,0.450,0.587
16,0.459,0.535
17,0.469,0.488
18,0.479,0.449
19,0.493,0.397
20,0.501,0.370
21,0.513,0.331
22,0.520,0.305
23,0.526,0.284
24,0.531,0.264
25,0.534,0.254
26,0.538,0.254
27,0.540,0.254
28,0.545,0.272
29,0.550,0.289
30,0.553,0.299
31,0.557,0.312
32,0.576,0.353
33,0.617,0.412
34,0.643,0.448
35,0.691,0.495
36,0.743,0.542
37,0.784,0.577
38,0.857,0.627
39,0.894,0.652
40,0.943,0.684
41,0.978,0.707
42,1.002,0.725
43,1.021,0.743
44,1.029,0.752
45,1.014,0.754
46,1.005,0.754
47,0.968,0.747
48,0.930,0.740
49,0.889,0.731
50,0.814,0.715
51,0.776,0.707
52,0.702,0.695
53,0.653,0.687
54,0.587,0.677
55,0.511,0.666
56,0.463,0.658
57,0.398,0.643
58,0.364,0.636
59,0.327,0.623
60,0.300,0.612
61,0.283,0.603
62,0.271,0.589
63,0.264,0.582
64,0.272,0.574
65,0.277,0.568
66,0.296,0.561
67,0.320,0.555
68,0.342,0.550
69,0.390,0.540
70,0.415,0.535
71,0.487,0.526
72,0.544,0.519
73,0.577,0.515
74,0.610,0.513
75,0.685,0.508
76,0.784,0.506
77,0.841,0.505
78,0.891,0.504
79,0.930,0.504
80,0.952,0.505
81,0.965,0.508
82,0.971,0.510
83,0.954,0.514
84,0.941,0.518
85,0.913,0.531
86,0.875,0.550
87,0.846,0.564
88,0.777,0.596
89,0.741,0.612
90,0.690,0.649
91,0.649,0.682
92,0.613,0.712
93,0.568,0.756
94,0.543,0.779
95,0.511,0.814
96,0.492,0.836
97,0.477,0.853
98,0.465,0.865
99,0.459,0.871
100,0.456,0.874
