Frame,x,y
1,0.364,0.732
2,0.360,0.734
3,0.358,0.734
4,0.360,0.738
5,0.362,0.739
6,0.387,0.729
7,0.399,0.724
8,0.422,0.708
9,0.544,0.612
10,0.604,0.565
11,0.633,0.542
12,0.653,0.507
13,0.682,0.404
14,0.696,0.355
15,0.703,0.330
16,0.703,0.302
17,0.695,0.250
18,0.691,0.225
19,0.689,0.211
20,0.677,0.188
21,0.654,0.148
22,0.643,0.129
23,0.624,0.115
24,0.596,0.102
25,0.561,0.102
26,0.521,0.108
27,0.501,0.111
28,0.491,0.112
29,0.433,0.101
30,0.362,0.086
31,0.327,0.080
32,0.284,0.098
33,0.247,0.120
34,0.229,0.131
35,0.220,0.137
36,0.181,0.197
37,0.147,0.253
38,0.131,0.280
39,0.123,0.294
40,0.111,0.357
41,0.102,0.405
42,0.097,0.429
43,0.094,0.440
44,0.096,0.511
45,0.098,0.558
46,0.098,0.580
47,0.098,0.591
48,0.140,0.689
49,0.163,0.744
50,0.174,0.772
51,0.181,0.784
52,0.239,0.808
53,0.267,0.820
54,0.281,0.826
55,0.306,0.828
56,0.495,0.811
57,0.588,0.801
58,0.659,0.777
59,0.840,0.650
60,0.929,0.587
61,0.973,0.557
62,0.982,0.521
63,0.942,0.433
64,0.923,0.389
65,0.914,0.368
66,0.899,0.349
67,0.868,0.320
68,0.852,0.305
69,0.845,0.299
70,0.818,0.273
71,0.770,0.226
72,0.745,0.202
73,0.732,0.190
74,0.691,0.183
75,0.630,0.179
76,0.600,0.177
77,0.585,0.176
78,0.544,0.190
79,0.498,0.209
80,0.474,0.218
81,0.463,0.222
82,0.469,0.277
83,0.478,0.336
84,0.483,0.365
85,0.497,0.429
86,0.508,0.484
87,0.513,0.511
88,0.516,0.524
89,0.552,0.577
90,0.580,0.619
91,0.617,0.664
92,0.641,0.690
93,0.653,0.704
94,0.735,0.731
95,0.787,0.747
96,0.814,0.754
97,0.827,0.758
98,0.863,0.777
99,0.882,0.788
100,0.890,0.792
