Frame,x,y
1,0.0,0.955
2,0.011,0.966
3,0.024,0.974
4,0.037,0.982
5,0.06,0.988
6,0.097,0.992
7,0.142,0.995
8,0.184,0.993
9,0.229,0.981
10,0.281,0.963
11,0.335,0.944
12,0.385,0.925
13,0.435,0.898
14,0.483,0.859
15,0.525,0.813
16,0.56,0.759
17,0.594,0.696
18,0.632,0.623
19,0.662,0.541
20,0.685,0.455
21,0.699,0.373
22,0.7,0.299
23,0.691,0.23
24,0.671,0.167
25,0.635,0.115
26,0.594,0.068
27,0.553,0.033
28,0.509,0.009
29,0.458,0.0
30,0.402,0.014
31,0.351,0.036
32,0.301,0.064
33,0.252,0.1
34,0.203,0.145
35,0.153,0.196
36,0.108,0.256
37,0.072,0.329
38,0.041,0.415
39,0.027,0.512
40,0.033,0.603
41,0.05,0.678
42,0.075,0.745
43,0.104,0.798
44,0.137,0.852
45,0.181,0.892
46,0.239,0.92
47,0.302,0.949
48,0.362,0.971
49,0.426,0.987
50,0.495,0.998
51,0.561,0.999
52,0.621,0.984
53,0.678,0.946
54,0.734,0.898
55,0.79,0.853
56,0.848,0.804
57,0.902,0.75
58,0.944,0.69
59,0.969,0.619
60,0.981,0.554
61,0.99,0.495
62,0.997,0.431
63,1.0,0.363
64,0.997,0.298
65,0.978,0.242
66,0.955,0.194
67,0.924,0.15
68,0.887,0.117
69,0.84,0.099
70,0.785,0.094
71,0.735,0.09
72,0.691,0.089
73,0.643,0.095
74,0.597,0.107
75,0.559,0.123
76,0.524,0.143
77,0.488,0.169
78,0.46,0.205
79,0.435,0.246
80,0.412,0.29
81,0.394,0.341
82,0.379,0.399
83,0.368,0.458
84,0.364,0.512
85,0.359,0.557
86,0.356,0.595
87,0.362,0.633
88,0.372,0.669
89,0.384,0.699
90,0.39,0.725
91,0.398,0.75
92,0.415,0.768
93,0.437,0.783
94,0.458,0.798
95,0.482,0.812
96,0.508,0.831
97,0.535,0.846
98,0.561,0.853
99,0.589,0.856
100,0.612,0.856
