Frame,x,y
1,0.348,0.724
2,0.348,0.726
3,0.348,0.728
4,0.338,0.736
5,0.328,0.743
6,0.322,0.747
7,0.319,0.749
8,0.346,0.712
9,0.505,0.496
10,0.586,0.387
11,0.630,0.327
12,0.655,0.293
13,0.658,0.244
14,0.652,0.198
15,0.649,0.173
16,0.648,0.159
17,0.645,0.151
18,0.609,0.129
19,0.590,0.118
20,0.579,0.112
21,0.573,0.108
22,0.543,0.111
23,0.500,0.117
24,0.477,0.120
25,0.465,0.122
26,0.458,0.124
27,0.383,0.132
28,0.338,0.138
29,0.313,0.141
30,0.298,0.143
31,0.272,0.167
32,0.231,0.214
33,0.208,0.240
34,0.196,0.254
35,0.191,0.261
36,0.175,0.329
37,0.164,0.378
38,0.157,0.405
39,0.175,0.452
40,0.216,0.521
41,0.238,0.557
42,0.250,0.576
43,0.255,0.587
44,0.261,0.632
45,0.263,0.663
46,0.303,0.704
47,0.351,0.743
48,0.377,0.764
49,0.419,0.785
50,0.555,0.838
51,0.625,0.864
52,0.663,0.879
53,0.684,0.888
54,0.806,0.807
55,0.938,0.713
56,1.011,0.662
57,1.050,0.634
58,1.073,0.611
59,1.099,0.519
60,1.114,0.472
61,1.122,0.445
62,1.063,0.391
63,1.000,0.341
64,0.937,0.283
65,0.860,0.206
66,0.819,0.165
67,0.796,0.142
68,0.785,0.131
69,0.740,0.130
70,0.708,0.130
71,0.691,0.130
72,0.657,0.139
73,0.607,0.157
74,0.580,0.167
75,0.566,0.172
76,0.559,0.174
77,0.522,0.251
78,0.497,0.305
79,0.483,0.335
80,0.475,0.351
81,0.484,0.385
82,0.516,0.456
83,0.533,0.493
84,0.541,0.513
85,0.547,0.524
86,0.562,0.575
87,0.574,0.617
88,0.580,0.640
89,0.583,0.653
90,0.589,0.666
91,0.609,0.700
92,0.620,0.717
93,0.625,0.726
94,0.629,0.732
95,0.715,0.749
96,0.804,0.764
97,0.852,0.772
98,0.878,0.776
99,0.895,0.778
100,0.918,0.778
