Frame,x,y
1,0.988,0.936
2,0.967,0.942
3,0.938,0.951
4,0.904,0.96
5,0.867,0.968
6,0.83,0.975
7,0.795,0.979
8,0.763,0.979
9,0.733,0.979
10,0.705,0.977
11,0.678,0.976
12,0.651,0.977
13,0.624,0.98
14,0.596,0.985
15,0.568,0.991
16,0.541,0.996
17,0.515,0.999
18,0.491,1.0
19,0.468,0.997
20,0.447,0.992
21,0.429,0.985
22,0.413,0.976
23,0.401,0.965
24,0.392,0.954
25,0.386,0.941
26,0.383,0.928
27,0.383,0.913
28,0.386,0.898
29,0.392,0.882
30,0.4,0.864
31,0.411,0.846
32,0.423,0.828
33,0.438,0.809
34,0.454,0.791
35,0.472,0.773
36,0.492,0.755
37,0.513,0.736
38,0.537,0.716
39,0.563,0.693
40,0.592,0.667
41,0.622,0.638
42,0.654,0.606
43,0.687,0.573
44,0.72,0.54
45,0.753,0.506
46,0.784,0.473
47,0.814,0.441
48,0.843,0.411
49,0.87,0.382
50,0.895,0.355
51,0.918,0.331
52,0.94,0.31
53,0.959,0.291
54,0.976,0.274
55,0.989,0.261
56,1.0,0.25
57,1.0,0.242
58,1.0,0.236
59,1.0,0.23
60,1.0,0.225
61,1.0,0.219
62,0.996,0.211
63,0.985,0.201
64,0.972,0.188
65,0.956,0.174
66,0.939,0.158
67,0.92,0.14
68,0.899,0.12
69,0.876,0.1
70,0.851,0.079
71,0.823,0.06
72,0.792,0.043
73,0.757,0.028
74,0.719,0.017
75,0.678,0.009
76,0.635,0.003
77,0.592,0.0
78,0.549,0.0
79,0.507,0.002
80,0.466,0.005
81,0.427,0.008
82,0.391,0.012
83,0.356,0.016
84,0.324,0.018
85,0.295,0.019
86,0.268,0.02
87,0.241,0.021
88,0.215,0.024
89,0.188,0.029
90,0.16,0.037
91,0.133,0.048
92,0.106,0.06
93,0.081,0.073
94,0.059,0.087
95,0.04,0.099
96,0.026,0.111
97,0.016,0.121
98,0.008,0.129
99,0.003,0.135
100,0.0,0.14
