Frame,x,y
1,0.626,0.372
2,0.623,0.363
3,0.621,0.357
4,0.618,0.347
5,0.611,0.322
6,0.606,0.308
7,0.596,0.286
8,0.584,0.261
9,0.577,0.246
10,0.557,0.219
11,0.540,0.197
12,0.526,0.181
13,0.498,0.162
14,0.480,0.151
15,0.457,0.145
16,0.425,0.142
17,0.408,0.140
18,0.379,0.149
19,0.351,0.158
20,0.334,0.164
21,0.303,0.183
22,0.281,0.196
23,0.262,0.210
24,0.237,0.238
25,0.223,0.254
26,0.209,0.278
27,0.196,0.306
28,0.189,0.322
29,0.184,0.352
30,0.181,0.376
31,0.181,0.396
32,0.189,0.429
33,0.192,0.449
34,0.202,0.473
35,0.219,0.506
36,0.228,0.523
37,0.250,0.548
38,0.271,0.569
39,0.285,0.583
40,0.316,0.609
41,0.336,0.627
42,0.357,0.645
43,0.391,0.675
44,0.408,0.690
45,0.433,0.708
46,0.460,0.727
47,0.476,0.737
48,0.504,0.756
49,0.526,0.772
50,0.543,0.783
51,0.569,0.797
52,0.585,0.806
53,0.600,0.814
54,0.615,0.822
55,0.624,0.827
56,0.635,0.828
57,0.644,0.828
58,0.650,0.828
59,0.659,0.822
60,0.665,0.818
61,0.672,0.812
62,0.686,0.800
63,0.692,0.794
64,0.709,0.781
65,0.731,0.766
66,0.743,0.757
67,0.777,0.727
68,0.804,0.703
69,0.827,0.682
70,0.872,0.643
71,0.898,0.620
72,0.932,0.593
73,0.975,0.560
74,0.999,0.542
75,1.023,0.495
76,1.043,0.450
77,1.056,0.421
78,1.053,0.365
79,1.051,0.328
80,1.042,0.296
81,1.018,0.257
82,1.006,0.237
83,0.979,0.218
84,0.947,0.201
85,0.928,0.191
86,0.885,0.182
87,0.854,0.176
88,0.826,0.174
89,0.779,0.184
90,0.752,0.190
91,0.721,0.205
92,0.685,0.230
93,0.666,0.243
94,0.642,0.263
95,0.623,0.280
96,0.611,0.291
97,0.601,0.306
98,0.594,0.315
99,0.589,0.322
100,0.586,0.326
