Frame,x,y
1,0.256,0.338
2,0.257,0.340
3,0.258,0.342
4,0.258,0.343
5,0.258,0.344
6,0.257,0.356
7,0.256,0.371
8,0.255,0.381
9,0.254,0.389
10,0.255,0.417
11,0.255,0.459
12,0.256,0.492
13,0.257,0.514
14,0.259,0.548
15,0.262,0.602
16,0.265,0.658
17,0.271,0.718
18,0.276,0.775
19,0.279,0.805
20,0.282,0.835
21,0.284,0.850
22,0.286,0.865
23,0.300,0.875
24,0.315,0.884
25,0.324,0.890
26,0.332,0.895
27,0.334,0.886
28,0.334,0.871
29,0.334,0.862
30,0.334,0.855
31,0.340,0.830
32,0.351,0.787
33,0.360,0.754
34,0.366,0.733
35,0.374,0.706
36,0.388,0.664
37,0.401,0.626
38,0.408,0.605
39,0.416,0.582
40,0.435,0.538
41,0.454,0.493
42,0.471,0.455
43,0.488,0.417
44,0.497,0.395
45,0.506,0.376
46,0.512,0.365
47,0.516,0.355
48,0.523,0.347
49,0.531,0.339
50,0.536,0.334
51,0.540,0.330
52,0.543,0.332
53,0.545,0.342
54,0.546,0.350
55,0.547,0.354
56,0.549,0.367
57,0.552,0.406
58,0.554,0.442
59,0.555,0.461
60,0.556,0.481
61,0.562,0.533
62,0.568,0.586
63,0.571,0.614
64,0.573,0.641
65,0.583,0.692
66,0.595,0.749
67,0.623,0.789
68,0.658,0.823
69,0.683,0.846
70,0.701,0.862
71,0.714,0.874
72,0.723,0.883
73,0.732,0.880
74,0.741,0.860
75,0.749,0.843
76,0.754,0.833
77,0.761,0.817
78,0.777,0.774
79,0.793,0.733
80,0.801,0.711
81,0.810,0.689
82,0.839,0.630
83,0.869,0.569
84,0.887,0.534
85,0.902,0.504
86,0.931,0.452
87,0.964,0.393
88,0.987,0.353
89,1.004,0.324
90,1.026,0.289
91,1.053,0.250
92,1.077,0.215
93,1.098,0.185
94,1.115,0.159
95,1.126,0.144
96,1.135,0.130
97,1.140,0.123
98,1.144,0.116
99,1.145,0.114
100,1.146,0.112
