Frame,x,y
1,0.905,0.0
2,0.901,0.015
3,0.896,0.036
4,0.891,0.06
5,0.885,0.082
6,0.879,0.104
7,0.872,0.125
8,0.864,0.147
9,0.855,0.17
10,0.844,0.195
11,0.833,0.222
12,0.82,0.251
13,0.805,0.281
14,0.788,0.311
15,0.769,0.342
16,0.749,0.373
17,0.728,0.405
18,0.706,0.438
19,0.684,0.471
20,0.659,0.503
21,0.631,0.534
22,0.601,0.564
23,0.568,0.594
24,0.533,0.624
25,0.497,0.652
26,0.461,0.681
27,0.426,0.709
28,0.391,0.736
29,0.359,0.762
30,0.329,0.785
31,0.3,0.805
32,0.271,0.821
33,0.243,0.832
34,0.213,0.84
35,0.183,0.843
36,0.151,0.842
37,0.119,0.839
38,0.09,0.832
39,0.066,0.823
40,0.046,0.811
41,0.03,0.796
42,0.017,0.777
43,0.008,0.756
44,0.001,0.732
45,0.0,0.709
46,0.0,0.685
47,0.0,0.661
48,0.003,0.638
49,0.011,0.616
50,0.021,0.594
51,0.033,0.574
52,0.046,0.555
53,0.06,0.537
54,0.074,0.522
55,0.089,0.509
56,0.107,0.497
57,0.128,0.485
58,0.153,0.475
59,0.18,0.466
60,0.207,0.46
61,0.234,0.458
62,0.26,0.461
63,0.287,0.467
64,0.315,0.477
65,0.344,0.489
66,0.372,0.5
67,0.4,0.511
68,0.428,0.522
69,0.456,0.533
70,0.484,0.547
71,0.513,0.562
72,0.541,0.577
73,0.568,0.591
74,0.595,0.605
75,0.619,0.62
76,0.641,0.636
77,0.662,0.654
78,0.682,0.673
79,0.703,0.693
80,0.724,0.714
81,0.745,0.734
82,0.765,0.752
83,0.784,0.768
84,0.802,0.783
85,0.819,0.8
86,0.837,0.818
87,0.854,0.837
88,0.87,0.855
89,0.886,0.872
90,0.902,0.888
91,0.917,0.903
92,0.932,0.919
93,0.945,0.933
94,0.957,0.946
95,0.966,0.958
96,0.974,0.969
97,0.982,0.979
98,0.989,0.988
99,0.996,0.995
100,1.0,1.0
