Frame,x,y
1,0.774,0.052
2,0.773,0.055
3,0.773,0.059
4,0.775,0.063
5,0.778,0.068
6,0.781,0.07
7,0.782,0.07
8,0.781,0.07
9,0.781,0.071
10,0.781,0.073
11,0.781,0.079
12,0.779,0.087
13,0.775,0.099
14,0.772,0.114
15,0.767,0.132
16,0.76,0.151
17,0.75,0.171
18,0.739,0.192
19,0.727,0.217
20,0.715,0.247
21,0.7,0.287
22,0.68,0.337
23,0.658,0.393
24,0.636,0.451
25,0.613,0.51
26,0.587,0.573
27,0.557,0.64
28,0.524,0.707
29,0.488,0.772
30,0.452,0.832
31,0.415,0.885
32,0.378,0.927
33,0.341,0.96
34,0.305,0.984
35,0.268,0.997
36,0.233,1.0
37,0.198,0.992
38,0.165,0.977
39,0.134,0.953
40,0.106,0.924
41,0.08,0.889
42,0.058,0.849
43,0.04,0.804
44,0.027,0.752
45,0.017,0.694
46,0.01,0.633
47,0.004,0.569
48,0.0,0.506
49,0.0,0.445
50,0.003,0.39
51,0.009,0.342
52,0.017,0.3
53,0.026,0.26
54,0.038,0.217
55,0.051,0.175
56,0.067,0.136
57,0.085,0.103
58,0.104,0.076
59,0.125,0.056
60,0.146,0.04
61,0.169,0.027
62,0.192,0.016
63,0.216,0.008
64,0.241,0.003
65,0.267,0.0
66,0.295,0.0
67,0.324,0.003
68,0.353,0.011
69,0.382,0.022
70,0.411,0.038
71,0.438,0.057
72,0.464,0.078
73,0.49,0.101
74,0.516,0.125
75,0.542,0.151
76,0.566,0.177
77,0.589,0.205
78,0.612,0.234
79,0.636,0.265
80,0.66,0.298
81,0.684,0.33
82,0.707,0.362
83,0.731,0.393
84,0.755,0.421
85,0.778,0.448
86,0.797,0.473
87,0.815,0.497
88,0.833,0.523
89,0.851,0.549
90,0.869,0.572
91,0.886,0.589
92,0.902,0.602
93,0.916,0.615
94,0.929,0.629
95,0.941,0.642
96,0.954,0.652
97,0.967,0.658
98,0.98,0.663
99,0.992,0.667
100,1.0,0.67
