Frame,x,y
1,1.070,0.290
2,1.069,0.290
3,1.068,0.290
4,1.067,0.290
5,1.066,0.290
6,1.061,0.294
7,1.055,0.299
8,1.050,0.304
9,1.048,0.306
10,1.039,0.312
11,1.020,0.324
12,1.004,0.333
13,0.994,0.339
14,0.981,0.349
15,0.920,0.401
16,0.860,0.453
17,0.828,0.480
18,0.798,0.506
19,0.756,0.546
20,0.711,0.590
21,0.660,0.628
22,0.606,0.664
23,0.565,0.690
24,0.538,0.708
25,0.507,0.724
26,0.467,0.735
27,0.430,0.745
28,0.410,0.751
29,0.390,0.756
30,0.367,0.749
31,0.345,0.743
32,0.332,0.739
33,0.321,0.735
34,0.307,0.722
35,0.291,0.705
36,0.280,0.693
37,0.272,0.685
38,0.266,0.678
39,0.263,0.673
40,0.257,0.663
41,0.247,0.636
42,0.237,0.608
43,0.233,0.572
44,0.228,0.536
45,0.226,0.516
46,0.224,0.498
47,0.230,0.474
48,0.237,0.449
49,0.242,0.432
50,0.246,0.420
51,0.253,0.405
52,0.263,0.386
53,0.272,0.371
54,0.276,0.361
55,0.284,0.353
56,0.304,0.346
57,0.324,0.340
58,0.335,0.337
59,0.345,0.334
60,0.366,0.338
61,0.388,0.343
62,0.402,0.345
63,0.413,0.347
64,0.421,0.349
65,0.427,0.349
66,0.440,0.357
67,0.463,0.373
68,0.483,0.386
69,0.495,0.394
70,0.510,0.403
71,0.544,0.427
72,0.577,0.451
73,0.617,0.479
74,0.657,0.507
75,0.681,0.524
76,0.701,0.537
77,0.734,0.560
78,0.772,0.586
79,0.800,0.605
80,0.820,0.618
81,0.847,0.632
82,0.887,0.649
83,0.922,0.664
84,0.943,0.672
85,0.964,0.680
86,0.995,0.688
87,1.025,0.695
88,1.042,0.699
89,1.056,0.703
90,1.066,0.705
91,1.073,0.707
92,1.087,0.709
93,1.106,0.711
94,1.123,0.712
95,1.138,0.711
96,1.150,0.710
97,1.158,0.710
98,1.165,0.710
99,1.168,0.709
100,1.172,0.708
