Frame,x,y
1,0.0,1.0
2,0.001,1.0
3,0.004,1.0
4,0.008,1.0
5,0.014,0.995
6,0.022,0.978
7,0.033,0.95
8,0.044,0.914
9,0.056,0.876
10,0.066,0.843
11,0.072,0.82
12,0.073,0.813
13,0.07,0.819
14,0.066,0.83
15,0.064,0.837
16,0.067,0.83
17,0.078,0.801
18,0.099,0.75
19,0.124,0.686
20,0.15,0.619
21,0.173,0.561
22,0.189,0.523
23,0.196,0.509
24,0.196,0.513
25,0.192,0.524
26,0.188,0.532
27,0.187,0.528
28,0.191,0.504
29,0.2,0.462
30,0.212,0.41
31,0.226,0.352
32,0.24,0.295
33,0.254,0.245
34,0.266,0.204
35,0.278,0.174
36,0.29,0.157
37,0.303,0.154
38,0.316,0.167
39,0.33,0.192
40,0.344,0.225
41,0.355,0.258
42,0.363,0.284
43,0.367,0.298
44,0.366,0.297
45,0.363,0.289
46,0.36,0.282
47,0.361,0.282
48,0.367,0.298
49,0.38,0.333
50,0.4,0.385
51,0.426,0.447
52,0.457,0.515
53,0.492,0.582
54,0.53,0.644
55,0.568,0.699
56,0.604,0.745
57,0.634,0.782
58,0.655,0.809
59,0.664,0.825
60,0.665,0.831
61,0.66,0.83
62,0.656,0.825
63,0.656,0.818
64,0.665,0.813
65,0.683,0.81
66,0.707,0.809
67,0.731,0.81
68,0.753,0.812
69,0.767,0.816
70,0.771,0.821
71,0.769,0.824
72,0.765,0.825
73,0.762,0.823
74,0.764,0.814
75,0.774,0.799
76,0.789,0.776
77,0.809,0.742
78,0.83,0.698
79,0.851,0.64
80,0.869,0.57
81,0.884,0.492
82,0.896,0.414
83,0.905,0.346
84,0.91,0.294
85,0.911,0.267
86,0.91,0.262
87,0.908,0.27
88,0.907,0.281
89,0.908,0.285
90,0.914,0.274
91,0.924,0.244
92,0.938,0.202
93,0.952,0.154
94,0.966,0.107
95,0.978,0.068
96,0.987,0.039
97,0.993,0.02
98,0.997,0.009
99,0.999,0.003
100,1.0,0.0
