Frame,x,y
1,0.442,0.722
2,0.441,0.723
3,0.441,0.723
4,0.440,0.724
5,0.440,0.724
6,0.440,0.724
7,0.440,0.724
8,0.440,0.724
9,0.440,0.724
10,0.440,0.724
11,0.440,0.724
12,0.439,0.724
13,0.439,0.724
14,0.438,0.724
15,0.438,0.724
16,0.438,0.724
17,0.438,0.724
18,0.438,0.724
19,0.438,0.724
20,0.438,0.724
21,0.438,0.724
22,0.438,0.724
23,0.438,0.724
24,0.438,0.724
25,0.490,0.737
26,0.547,0.750
27,0.605,0.764
28,0.645,0.774
29,0.675,0.781
30,0.704,0.787
31,0.728,0.793
32,0.743,0.797
33,0.757,0.800
34,0.772,0.804
35,0.779,0.806
36,0.787,0.808
37,0.794,0.809
38,0.803,0.815
39,0.814,0.822
40,0.824,0.830
41,0.832,0.835
42,0.837,0.839
43,0.842,0.843
44,0.846,0.846
45,0.849,0.848
46,0.851,0.850
47,0.854,0.852
48,0.855,0.853
49,0.856,0.854
50,0.857,0.855
51,0.859,0.854
52,0.860,0.849
53,0.861,0.844
54,0.862,0.840
55,0.863,0.837
56,0.863,0.835
57,0.864,0.832
58,0.864,0.831
59,0.864,0.830
60,0.864,0.828
61,0.864,0.828
62,0.864,0.827
63,0.864,0.826
64,0.861,0.790
65,0.853,0.672
66,0.844,0.553
67,0.836,0.434
68,0.832,0.375
69,0.828,0.315
70,0.823,0.256
71,0.820,0.217
72,0.818,0.188
73,0.815,0.158
74,0.814,0.134
75,0.812,0.119
76,0.811,0.104
77,0.810,0.089
78,0.809,0.081
79,0.807,0.072
80,0.806,0.064
81,0.806,0.059
82,0.805,0.054
83,0.804,0.050
84,0.804,0.047
85,0.804,0.044
86,0.804,0.042
87,0.804,0.040
88,0.804,0.039
89,0.804,0.037
90,0.804,0.036
91,0.805,0.041
92,0.806,0.046
93,0.808,0.052
94,0.808,0.055
95,0.809,0.058
96,0.810,0.060
97,0.810,0.062
98,0.810,0.064
99,0.810,0.065
100,0.810,0.066
