Frame,x,y
1,0.015,0.965
2,0.012,0.971
3,0.007,0.979
4,0.003,0.987
5,-0.0,0.993
6,0.0,0.997
7,0.0,0.999
8,-0.0,1.0
9,-0.0,1.0
10,0.0,1.0
11,0.0,1.0
12,0.0,1.0
13,0.0,1.0
14,0.005,0.997
15,0.012,0.99
16,0.021,0.974
17,0.033,0.945
18,0.047,0.905
19,0.06,0.861
20,0.071,0.824
21,0.077,0.804
22,0.078,0.805
23,0.076,0.814
24,0.075,0.817
25,0.077,0.799
26,0.084,0.752
27,0.096,0.684
28,0.11,0.603
29,0.127,0.518
30,0.144,0.438
31,0.16,0.369
32,0.171,0.319
33,0.177,0.294
34,0.176,0.294
35,0.174,0.304
36,0.173,0.307
37,0.179,0.289
38,0.192,0.245
39,0.208,0.191
40,0.223,0.14
41,0.232,0.109
42,0.233,0.101
43,0.231,0.107
44,0.229,0.116
45,0.23,0.117
46,0.236,0.109
47,0.246,0.096
48,0.259,0.085
49,0.275,0.084
50,0.293,0.096
51,0.316,0.126
52,0.344,0.176
53,0.377,0.249
54,0.415,0.337
55,0.449,0.423
56,0.475,0.489
57,0.484,0.518
58,0.481,0.514
59,0.475,0.5
60,0.476,0.499
61,0.494,0.532
62,0.528,0.598
63,0.571,0.68
64,0.618,0.76
65,0.661,0.821
66,0.696,0.858
67,0.722,0.88
68,0.737,0.893
69,0.742,0.902
70,0.738,0.909
71,0.735,0.91
72,0.737,0.901
73,0.752,0.879
74,0.777,0.849
75,0.805,0.82
76,0.828,0.801
77,0.84,0.799
78,0.842,0.808
79,0.838,0.814
80,0.833,0.804
81,0.83,0.767
82,0.831,0.704
83,0.838,0.624
84,0.852,0.536
85,0.873,0.446
86,0.898,0.363
87,0.921,0.297
88,0.938,0.253
89,0.944,0.239
90,0.943,0.244
91,0.939,0.253
92,0.939,0.251
93,0.945,0.226
94,0.958,0.183
95,0.972,0.132
96,0.985,0.085
97,0.993,0.048
98,0.998,0.024
99,1.0,0.008
100,1.0,0.0
