Frame,x,y
1,0.598,0.760
2,0.600,0.758
3,0.600,0.758
4,0.602,0.758
5,0.602,0.758
6,0.611,0.759
7,0.621,0.760
8,0.645,0.774
9,0.653,0.779
10,0.685,0.777
11,0.705,0.778
12,0.724,0.783
13,0.735,0.784
14,0.755,0.784
15,0.792,0.782
16,0.811,0.782
17,0.840,0.780
18,0.857,0.778
19,0.879,0.763
20,0.893,0.754
21,0.920,0.754
22,0.926,0.754
23,0.955,0.731
24,0.962,0.724
25,0.993,0.691
26,1.012,0.669
27,1.027,0.651
28,1.040,0.628
29,1.056,0.595
30,1.068,0.557
31,1.073,0.542
32,1.079,0.499
33,1.080,0.469
34,1.075,0.427
35,1.072,0.409
36,1.064,0.368
37,1.061,0.353
38,1.050,0.315
39,1.036,0.273
40,1.026,0.250
41,1.004,0.230
42,0.990,0.218
43,0.963,0.200
44,0.939,0.185
45,0.886,0.160
46,0.869,0.153
47,0.822,0.131
48,0.783,0.108
49,0.742,0.081
50,0.713,0.067
51,0.673,0.052
52,0.647,0.047
53,0.600,0.044
54,0.543,0.067
55,0.516,0.081
56,0.472,0.111
57,0.445,0.131
58,0.405,0.169
59,0.392,0.180
60,0.360,0.222
61,0.352,0.234
62,0.329,0.269
63,0.315,0.300
64,0.308,0.325
65,0.301,0.351
66,0.295,0.378
67,0.297,0.404
68,0.300,0.435
69,0.312,0.474
70,0.317,0.490
71,0.341,0.522
72,0.362,0.544
73,0.394,0.572
74,0.411,0.583
75,0.450,0.597
76,0.498,0.618
77,0.525,0.628
78,0.564,0.634
79,0.586,0.636
80,0.624,0.630
81,0.650,0.626
82,0.702,0.609
83,0.717,0.602
84,0.746,0.585
85,0.754,0.580
86,0.778,0.528
87,0.787,0.492
88,0.791,0.463
89,0.790,0.445
90,0.785,0.424
91,0.759,0.410
92,0.747,0.405
93,0.711,0.404
94,0.686,0.402
95,0.650,0.395
96,0.634,0.397
97,0.597,0.419
98,0.584,0.426
99,0.556,0.454
100,0.544,0.478
