Frame,x,y
1,0.548,0.260
2,0.539,0.258
3,0.533,0.256
4,0.519,0.259
5,0.509,0.261
6,0.492,0.269
7,0.472,0.278
8,0.456,0.289
9,0.433,0.308
10,0.419,0.321
11,0.392,0.354
12,0.380,0.370
13,0.359,0.408
14,0.346,0.433
15,0.333,0.470
16,0.322,0.505
17,0.319,0.535
18,0.320,0.568
19,0.323,0.591
20,0.339,0.624
21,0.348,0.642
22,0.378,0.668
23,0.394,0.684
24,0.432,0.703
25,0.462,0.716
26,0.505,0.728
27,0.555,0.739
28,0.597,0.746
29,0.659,0.753
30,0.696,0.756
31,0.766,0.750
32,0.803,0.748
33,0.851,0.731
34,0.883,0.719
35,0.919,0.688
36,0.951,0.655
37,0.974,0.620
38,0.996,0.574
39,1.007,0.542
40,1.014,0.486
41,1.018,0.457
42,1.001,0.404
43,0.990,0.373
44,0.963,0.337
45,0.940,0.310
46,0.909,0.286
47,0.874,0.264
48,0.843,0.250
49,0.795,0.239
50,0.767,0.234
51,0.711,0.234
52,0.683,0.234
53,0.642,0.237
54,0.614,0.239
55,0.586,0.243
56,0.562,0.248
57,0.545,0.252
58,0.530,0.257
59,0.522,0.259
60,0.522,0.254
61,0.522,0.250
62,0.539,0.235
63,0.549,0.226
64,0.576,0.201
65,0.600,0.178
66,0.625,0.157
67,0.655,0.135
68,0.675,0.119
69,0.702,0.100
70,0.716,0.090
71,0.727,0.083
72,0.733,0.079
73,0.725,0.084
74,0.718,0.089
75,0.699,0.101
76,0.677,0.114
77,0.655,0.131
78,0.624,0.158
79,0.604,0.174
80,0.572,0.200
81,0.555,0.213
82,0.538,0.234
83,0.527,0.247
84,0.523,0.257
85,0.522,0.265
86,0.531,0.270
87,0.548,0.273
88,0.563,0.275
89,0.590,0.280
90,0.604,0.284
91,0.637,0.295
92,0.655,0.301
93,0.682,0.310
94,0.702,0.318
95,0.721,0.325
96,0.740,0.332
97,0.752,0.338
98,0.764,0.343
99,0.770,0.346
100,0.774,0.348
