Frame,x,y
1,0.556,0.284
2,0.527,0.291
3,0.511,0.295
4,0.480,0.311
5,0.456,0.325
6,0.433,0.342
7,0.412,0.359
8,0.394,0.377
9,0.371,0.407
10,0.358,0.427
11,0.342,0.471
12,0.333,0.495
13,0.330,0.536
14,0.330,0.562
15,0.337,0.595
16,0.345,0.623
17,0.361,0.650
18,0.387,0.682
19,0.409,0.703
20,0.458,0.733
21,0.485,0.750
22,0.572,0.768
23,0.621,0.778
24,0.698,0.777
25,0.759,0.775
26,0.818,0.761
27,0.875,0.741
28,0.920,0.716
29,0.978,0.669
30,1.011,0.639
31,1.045,0.572
32,1.063,0.539
33,1.066,0.476
34,1.066,0.433
35,1.050,0.383
36,1.031,0.338
37,1.007,0.300
38,0.972,0.259
39,0.947,0.235
40,0.896,0.211
41,0.871,0.199
42,0.813,0.189
43,0.778,0.183
44,0.727,0.190
45,0.686,0.197
46,0.647,0.205
47,0.609,0.212
48,0.583,0.221
49,0.553,0.236
50,0.538,0.244
51,0.530,0.248
52,0.513,0.260
53,0.504,0.269
54,0.499,0.275
55,0.507,0.267
56,0.518,0.256
57,0.533,0.242
58,0.558,0.218
59,0.577,0.200
60,0.617,0.161
61,0.637,0.141
62,0.680,0.110
63,0.707,0.091
64,0.743,0.072
65,0.772,0.058
66,0.792,0.050
67,0.807,0.047
68,0.812,0.046
69,0.805,0.046
70,0.801,0.046
71,0.769,0.059
72,0.751,0.065
73,0.713,0.091
74,0.685,0.111
75,0.649,0.143
76,0.613,0.176
77,0.585,0.203
78,0.554,0.234
79,0.536,0.253
80,0.524,0.272
81,0.517,0.281
82,0.529,0.282
83,0.538,0.282
84,0.556,0.276
85,0.572,0.270
86,0.592,0.265
87,0.617,0.259
88,0.636,0.259
89,0.670,0.271
90,0.688,0.276
91,0.723,0.289
92,0.742,0.296
93,0.762,0.302
94,0.775,0.306
95,0.783,0.310
96,0.788,0.313
97,0.789,0.316
98,0.788,0.320
99,0.788,0.322
100,0.784,0.322
