Frame,x,y
1,0.469,0.109
2,0.459,0.106
3,0.442,0.103
4,0.44,0.103
5,0.43,0.101
6,0.399,0.103
7,0.369,0.115
8,0.322,0.142
9,0.24,0.193
10,0.202,0.226
11,0.166,0.26
12,0.125,0.31
13,0.086,0.365
14,0.042,0.428
15,0.006,0.494
16,0.001,0.564
17,0.009,0.641
18,0.01,0.699
19,0.052,0.764
20,0.058,0.769
21,0.08,0.808
22,0.186,0.907
23,0.304,0.977
24,0.388,0.993
25,0.496,1.0
26,0.6,0.992
27,0.709,0.947
28,0.801,0.895
29,0.874,0.833
30,0.932,0.761
31,0.971,0.689
32,0.992,0.619
33,1.0,0.547
34,0.997,0.475
35,0.985,0.408
36,0.96,0.345
37,0.926,0.286
38,0.887,0.235
39,0.84,0.193
40,0.787,0.156
41,0.732,0.125
42,0.673,0.105
43,0.613,0.092
44,0.559,0.086
45,0.505,0.084
46,0.456,0.091
47,0.42,0.102
48,0.393,0.107
49,0.374,0.113
50,0.364,0.12
51,0.359,0.123
52,0.361,0.126
53,0.366,0.125
54,0.374,0.118
55,0.387,0.112
56,0.402,0.106
57,0.419,0.094
58,0.441,0.081
59,0.465,0.067
60,0.489,0.055
61,0.519,0.04
62,0.545,0.025
63,0.565,0.018
64,0.586,0.011
65,0.605,0.001
66,0.61,-0.0
67,0.61,0.0
68,0.605,0.002
69,0.596,0.007
70,0.581,0.015
71,0.564,0.02
72,0.547,0.028
73,0.527,0.042
74,0.501,0.055
75,0.474,0.067
76,0.445,0.083
77,0.412,0.1
78,0.386,0.113
79,0.363,0.125
80,0.345,0.14
81,0.333,0.155
82,0.324,0.166
83,0.322,0.174
84,0.328,0.184
85,0.335,0.192
86,0.348,0.201
87,0.364,0.213
88,0.386,0.227
89,0.412,0.24
90,0.441,0.257
91,0.475,0.278
92,0.502,0.298
93,0.527,0.317
94,0.546,0.335
95,0.566,0.349
96,0.579,0.363
97,0.58,0.373
98,0.58,0.374
99,0.58,0.372
100,0.577,0.375
