Frame,x,y
1,0.540,0.260
2,0.542,0.262
3,0.541,0.263
4,0.538,0.265
5,0.532,0.267
6,0.521,0.270
7,0.503,0.279
8,0.480,0.290
9,0.456,0.308
10,0.434,0.335
11,0.413,0.365
12,0.394,0.397
13,0.378,0.429
14,0.366,0.457
15,0.358,0.476
16,0.353,0.515
17,0.353,0.548
18,0.360,0.578
19,0.375,0.606
20,0.395,0.633
21,0.420,0.655
22,0.450,0.674
23,0.483,0.690
24,0.520,0.704
25,0.561,0.715
26,0.608,0.722
27,0.654,0.723
28,0.699,0.719
29,0.742,0.709
30,0.789,0.691
31,0.840,0.675
32,0.887,0.658
33,0.928,0.636
34,0.966,0.606
35,0.994,0.570
36,1.016,0.534
37,1.030,0.496
38,1.036,0.457
39,1.038,0.421
40,1.032,0.386
41,1.021,0.351
42,1.004,0.318
43,0.983,0.289
44,0.960,0.260
45,0.931,0.237
46,0.899,0.218
47,0.865,0.204
48,0.829,0.198
49,0.791,0.193
50,0.754,0.194
51,0.719,0.198
52,0.685,0.201
53,0.655,0.208
54,0.630,0.216
55,0.610,0.222
56,0.595,0.227
57,0.586,0.230
58,0.582,0.228
59,0.586,0.222
60,0.596,0.212
61,0.611,0.198
62,0.632,0.180
63,0.654,0.157
64,0.680,0.130
65,0.708,0.107
66,0.738,0.088
67,0.766,0.074
68,0.788,0.063
69,0.807,0.055
70,0.820,0.051
71,0.828,0.048
72,0.828,0.048
73,0.821,0.051
74,0.808,0.056
75,0.790,0.064
76,0.767,0.074
77,0.738,0.088
78,0.710,0.109
79,0.681,0.132
80,0.651,0.155
81,0.623,0.179
82,0.599,0.199
83,0.583,0.216
84,0.572,0.230
85,0.566,0.239
86,0.566,0.246
87,0.574,0.249
88,0.584,0.251
89,0.597,0.253
90,0.615,0.257
91,0.636,0.261
92,0.656,0.268
93,0.677,0.274
94,0.697,0.280
95,0.717,0.286
96,0.736,0.293
97,0.754,0.299
98,0.769,0.304
99,0.781,0.306
100,0.790,0.308
