Frame,x,y
1,0.516,0.274
2,0.506,0.283
3,0.500,0.287
4,0.488,0.301
5,0.476,0.314
6,0.461,0.332
7,0.436,0.363
8,0.422,0.381
9,0.399,0.423
10,0.387,0.449
11,0.380,0.463
12,0.374,0.496
13,0.367,0.539
14,0.364,0.570
15,0.364,0.622
16,0.382,0.692
17,0.391,0.731
18,0.419,0.778
19,0.446,0.816
20,0.479,0.843
21,0.532,0.871
22,0.563,0.886
23,0.651,0.893
24,0.699,0.897
25,0.728,0.899
26,0.776,0.888
27,0.833,0.869
28,0.874,0.849
29,0.940,0.801
30,0.972,0.775
31,1.014,0.705
32,1.040,0.615
33,1.054,0.545
34,1.051,0.487
35,1.029,0.422
36,1.015,0.385
37,0.969,0.333
38,0.944,0.305
39,0.929,0.288
40,0.895,0.269
41,0.854,0.252
42,0.820,0.243
43,0.761,0.241
44,0.683,0.251
45,0.640,0.257
46,0.594,0.267
47,0.560,0.276
48,0.538,0.282
49,0.519,0.287
50,0.511,0.289
51,0.521,0.275
52,0.527,0.268
53,0.531,0.263
54,0.548,0.243
55,0.570,0.217
56,0.589,0.194
57,0.624,0.155
58,0.667,0.119
59,0.689,0.098
60,0.710,0.083
61,0.724,0.074
62,0.729,0.069
63,0.726,0.068
64,0.721,0.069
65,0.696,0.077
66,0.683,0.083
67,0.675,0.085
68,0.655,0.103
69,0.634,0.124
70,0.615,0.145
71,0.584,0.182
72,0.569,0.201
73,0.550,0.228
74,0.541,0.249
75,0.536,0.261
76,0.543,0.268
77,0.559,0.273
78,0.572,0.277
79,0.605,0.286
80,0.623,0.291
81,0.633,0.293
82,0.656,0.301
83,0.679,0.308
84,0.699,0.317
85,0.731,0.335
86,0.763,0.359
87,0.779,0.372
88,0.796,0.387
89,0.808,0.396
90,0.816,0.402
91,0.824,0.407
92,0.828,0.408
93,0.830,0.406
94,0.830,0.404
95,0.830,0.404
96,0.825,0.399
97,0.820,0.394
98,0.812,0.389
99,0.793,0.378
100,0.766,0.364
